phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
the electric,the dt electric jj,1,<DT><JJ>
the electrical,the dt electrical jj,1,<DT><JJ>
the exceptable,the dt exceptable jj,1,<DT><JJ>
the filters cleaned,the dt filters nns cleaned vbd,1,<DT><NNS><VBD>
the final,the dt final jj,1,<DT><JJ>
the first,the dt first jj,1,<DT><JJ>
the fiscal,the dt fiscal jj,1,<DT><JJ>
the fourth,the dt fourth jj,1,<DT><JJ>
the gaskets were,the dt gaskets nns were vbd,1,<DT><NNS><VBD>
the global,the dt global jj,1,<DT><JJ>
the good,the dt good jj,1,<DT><JJ>
the guys found,the dt guys nns found vbd,1,<DT><NNS><VBD>
the high,the dt high jj,1,<DT><JJ>
the hot,the dt hot jj,1,<DT><JJ>
the impellers were,the dt impellers nns were vbd,1,<DT><NNS><VBD>
the initial,the dt initial jj,1,<DT><JJ>
the internal,the dt internal jj,1,<DT><JJ>
the job prepared,the dt job nn prepared vbd,1,<DT><NN><VBD>
the last,the dt last jj,1,<DT><JJ>
the local,the dt local jj,1,<DT><JJ>
the loose,the dt loose jj,1,<DT><JJ>
the low,the dt low jj,1,<DT><JJ>
the main,the dt main jj,1,<DT><JJ>
the manual,the dt manual jj,1,<DT><JJ>
the mechanical,the dt mechanical jj,1,<DT><JJ>
the mechanics had,the dt mechanics nns had vbd,1,<DT><NNS><VBD>
the men damaged,the dt men nns damaged vbd,1,<DT><NNS><VBD>
the motors gave,the dt motors nns gave vbd,1,<DT><NNS><VBD>
the motors were,the dt motors nns were vbd,1,<DT><NNS><VBD>
the new,the dt new jj,1,<DT><JJ>
the next,the dt next jj,1,<DT><JJ>
the normal,the dt normal jj,1,<DT><JJ>
the notes entered,the dt notes nns entered vbd,1,<DT><NNS><VBD>
the old,the dt old jj,1,<DT><JJ>
the open,the dt open jj,1,<DT><JJ>
the original,the dt original jj,1,<DT><JJ>
the other,the dt other jj,1,<DT><JJ>
the proper,the dt proper jj,1,<DT><JJ>
the pump several,the dt pump nn several jj,1,<DT><NN><JJ>
the pumps were,the dt pumps nns were vbd,1,<DT><NNS><VBD>
the questionable,the dt questionable jj,1,<DT><JJ>
the readings were,the dt readings nns were vbd,1,<DT><NNS><VBD>
the results were,the dt results nns were vbd,1,<DT><NNS><VBD>
the rig other,the dt rig nn other jj,1,<DT><NN><JJ>
the same,the dt same jj,1,<DT><JJ>
the second,the dt second jj,1,<DT><JJ>
the steps were,the dt steps nns were vbd,1,<DT><NNS><VBD>
the tags assigned,the dt tags nns assigned vbd,1,<DT><NNS><VBD>
the tasks reported,the dt tasks nns reported vbd,1,<DT><NNS><VBD>
the temperatures were,the dt temperatures nns were vbd,1,<DT><NNS><VBD>
the third,the dt third jj,1,<DT><JJ>
the top,the dt top jj,1,<DT><JJ>
the window available,the dt window nn available jj,1,<DT><NN><JJ>
the worknotes entered,the dt worknotes nns entered vbd,1,<DT><NNS><VBD>
the yearly,the dt yearly jj,1,<DT><JJ>
then compared,then rb compared vbn,1,<RB><VBN>
thermistors disconnected,thermistors nns disconnected vbd,1,<NNS><VBD>
thermometer noted,thermometer nn noted vbd,1,<NN><VBD>
these blowers sealed,these dt blowers nns sealed vbd,1,<DT><NNS><VBD>
these checks were,these dt checks nns were vbd,1,<DT><NNS><VBD>
these holes marked,these dt holes nns marked vbd,1,<DT><NNS><VBD>
these models made,these dt models nns made vbd,1,<DT><NNS><VBD>
these motors had,these dt motors nns had vbd,1,<DT><NNS><VBD>
these motors isolated,these dt motors nns isolated vbd,1,<DT><NNS><VBD>
these motors made,these dt motors nns made vbd,1,<DT><NNS><VBD>
these motors sealed,these dt motors nns sealed vbd,1,<DT><NNS><VBD>
these parts was,these dt parts nns was vbd,1,<DT><NNS><VBD>
these systems made,these dt systems nns made vbd,1,<DT><NNS><VBD>
these were,these dt were vbd,1,<DT><VBD>
theye were,theye nns were vbd,1,<NNS><VBD>
third,third jj,1,<JJ>
this cause short,this dt cause nn short jj,1,<DT><NN><JJ>
this parts n,this dt parts nns n nn,1,<DT><NNS><NN>
this pm same,this dt pm nn same jj,1,<DT><NN><JJ>
this safety critical,this dt safety nn critical jj,1,<DT><NN><JJ>
this time current,this dt time nn current jj,1,<DT><NN><JJ>
this time due,this dt time nn due jj,1,<DT><NN><JJ>
this time mechanical,this dt time nn mechanical jj,1,<DT><NN><JJ>
this time open,this dt time nn open jj,1,<DT><NN><JJ>
this time small,this dt time nn small jj,1,<DT><NN><JJ>
this was,this dt was vbd,1,<DT><VBD>
threads are,threads nns are vbp,1,<NNS><VBP>
threads cleaned,threads nns cleaned vbd,1,<NNS><VBD>
threads look,threads nns look vbp,1,<NNS><VBP>
threads ok,threads nns ok vbp,1,<NNS><VBP>
threads were,threads nns were vbd,1,<NNS><VBD>
through bolt,through in_pos bolt nn,1,<IN><NN>
through with inspection,through in_pos with in_pos inspection nn,1,<IN><IN><NN>
thru complete,thru nn complete jj,1,<NN><JJ>
thru completed,thru nn completed vbd,1,<NN><VBD>
tightened,tightened vbd,1,<VBD>
tightly mounted,tightly rb mounted vbn,1,<RB><VBN>
tightness of hardware,tightness nn of in_pos hardware nn,1,<NN><IN><NN>
tightness on motor,tightness nn on in_pos motor nn,1,<NN><IN><NN>
time as motor,time nn as in_pos motor nn,1,<NN><IN><NN>
time confirmed,time nn confirmed vbd,1,<NN><VBD>
time did,time nn did vbd,1,<NN><VBD>
time made,time nn made vbd,1,<NN><VBD>
time of inpsection,time nn of in_pos inpsection nn,1,<NN><IN><NN>
time of inspection,time nn of in_pos inspection nn,1,<NN><IN><NN>
time on duct,time nn on in_pos duct nn,1,<NN><IN><NN>
time performed,time nn performed vbd,1,<NN><VBD>
time while fan,time nn while in_pos fan nn,1,<NN><IN><NN>
to be accessed,to to_pos be vb accessed vbn,1,<TO><VB><VBN>
to be analyzed,to to_pos be vb analyzed vbn,1,<TO><VB><VBN>
to be carried,to to_pos be vb carried vbn,1,<TO><VB><VBN>
to be changed,to to_pos be vb changed vbn,1,<TO><VB><VBN>
to be checked,to to_pos be vb checked vbn,1,<TO><VB><VBN>
to be cleaned,to to_pos be vb cleaned vbn,1,<TO><VB><VBN>
to be completed,to to_pos be vb completed vbn,1,<TO><VB><VBN>
to be configured,to to_pos be vb configured vbn,1,<TO><VB><VBN>
to be connected,to to_pos be vb connected vbn,1,<TO><VB><VBN>
to be cracked,to to_pos be vb cracked vbn,1,<TO><VB><VBN>
to be cut,to to_pos be vb cut vbn,1,<TO><VB><VBN>
to be done,to to_pos be vb done vbn,1,<TO><VB><VBN>
to be fitted,to to_pos be vb fitted vbn,1,<TO><VB><VBN>
to be greased,to to_pos be vb greased vbn,1,<TO><VB><VBN>
to be inspected,to to_pos be vb inspected vbn,1,<TO><VB><VBN>
to be installed,to to_pos be vb installed vbn,1,<TO><VB><VBN>
to be investigated,to to_pos be vb investigated vbn,1,<TO><VB><VBN>
to be maintained,to to_pos be vb maintained vbn,1,<TO><VB><VBN>
to be perfomed,to to_pos be vb perfomed vbn,1,<TO><VB><VBN>
to be performed,to to_pos be vb performed vbn,1,<TO><VB><VBN>
to be removed,to to_pos be vb removed vbn,1,<TO><VB><VBN>
to be repaired,to to_pos be vb repaired vbn,1,<TO><VB><VBN>
to be replaced,to to_pos be vb replaced vbn,1,<TO><VB><VBN>
to be reported,to to_pos be vb reported vbn,1,<TO><VB><VBN>
to be sent,to to_pos be vb sent vbn,1,<TO><VB><VBN>
to be stored,to to_pos be vb stored vbn,1,<TO><VB><VBN>
to be stripped,to to_pos be vb stripped vbn,1,<TO><VB><VBN>
to be tested,to to_pos be vb tested vbn,1,<TO><VB><VBN>
to be updated,to to_pos be vb updated vbn,1,<TO><VB><VBN>
to deck opened,to to_pos deck vb opened jj,1,<TO><VB><JJ>
to replace damaged,to to_pos replace vb damaged vbn,1,<TO><VB><VBN>
to report confirmed,to to_pos report vb confirmed nns,1,<TO><VB><NNS>
to report consulted,to to_pos report vb consulted vbn,1,<TO><VB><VBN>
to report equipped,to to_pos report vb equipped nns,1,<TO><VB><NNS>
to report made,to to_pos report vb made vbn,1,<TO><VB><VBN>
to stay closed,to to_pos stay vb closed jj,1,<TO><VB><JJ>
to work instructed,to to_pos work vb instructed jj,1,<TO><VB><JJ>
together by mi,together rb by in_pos mi nn,1,<RB><IN><NN>
took,took vbd,1,<VBD>
tool downloaded,tool nn downloaded vbd,1,<NN><VBD>
tools are,tools nns are vbp,1,<NNS><VBP>
tools moved,tools nns moved vbd,1,<NNS><VBD>
topping,topping vbg,1,<VBG>
torque checked,torque nn checked vbd,1,<NN><VBD>
torque made,torque nn made vbd,1,<NN><VBD>
torqued,torqued vbn,1,<VBN>
town for overhaul,town nn for in_pos overhaul nn,1,<NN><IN><NN>
tp removed,tp nn removed vbd,1,<NN><VBD>
trace of corrosion,trace nn of in_pos corrosion nn,1,<NN><IN><NN>
tracking,tracking vbg,1,<VBG>
tray disconnected,tray nn disconnected vbd,1,<NN><VBD>
trend past bearing,trend nn past in_pos bearing nn,1,<NN><IN><NN>
tried,tried vbn,1,<VBN>
tripping,tripping vbg,1,<VBG>
troubleshooting,troubleshooting vbg,1,<VBG>
true,true jj,1,<JJ>
trying,trying vbg,1,<VBG>
tubing,tubing vbg,1,<VBG>
turned,turned vbd,1,<VBD>
type for motor,type nn for in_pos motor nn,1,<NN><IN><NN>
type of motor,type nn of in_pos motor nn,1,<NN><IN><NN>
type of oil,type nn of in_pos oil nn,1,<NN><IN><NN>
unable,unable jj,1,<JJ>
undamaged,undamaged jj,1,<JJ>
under hatch,under in_pos hatch nn,1,<IN><NN>
under tag,under in_pos tag nn,1,<IN><NN>
unit for dirt,unit nn for in_pos dirt nn,1,<NN><IN><NN>
unit observed,unit nn observed vbd,1,<NN><VBD>
units attachec,units nns attachec vbp,1,<NNS><VBP>
units have,units nns have vbp,1,<NNS><VBP>
units need,units nns need vbp,1,<NNS><VBP>
units operational,units nns operational jj,1,<NNS><JJ>
until final report,until in_pos final jj report nn,1,<IN><JJ><NN>
unusual,unusual jj,1,<JJ>
unwired,unwired jj,1,<JJ>
up checked,up rb checked vbn,1,<RB><VBN>
up of mud,up in_pos of in_pos mud nn,1,<IN><IN><NN>
up prevent access,up rb prevent jj access nn,1,<RB><JJ><NN>
up terminal box,up in_pos terminal jj box nn,1,<IN><JJ><NN>
updated,updated vbn,1,<VBN>
uploaded,uploaded jj,1,<JJ>
upon further investigation,upon in_pos further jj investigation nn,1,<IN><JJ><NN>
upon inspection,upon in_pos inspection nn,1,<IN><NN>
upon reactivation,upon in_pos reactivation nn,1,<IN><NN>
upon visual inspection,upon in_pos visual jj inspection nn,1,<IN><JJ><NN>
used,used vbn,1,<VBN>
using,using vbg,1,<VBG>
v for minute,v nn for in_pos minute nn,1,<NN><IN><NN>
v out p,v nn out rp p nn,1,<NN><RP><NN>
value after min,value nn after in_pos min nn,1,<NN><IN><NN>
value was,value nn was vbd,1,<NN><VBD>
valves greased,valves nns greased vbd,1,<NNS><VBD>
valves was,valves nns was vbd,1,<NNS><VBD>
valves were,valves nns were vbd,1,<NNS><VBD>
varghese,varghese jj,1,<JJ>
various,various jj,1,<JJ>
vendor for analysis,vendor nn for in_pos analysis nn,1,<NN><IN><NN>
vent for damage,vent nn for in_pos damage nn,1,<NN><IN><NN>
vents are,vents nns are vbp,1,<NNS><VBP>
verified,verified vbn,1,<VBN>
verifying,verifying vbg,1,<VBG>
very clean,very rb clean jj,1,<RB><JJ>
very ggod,very rb ggod jj,1,<RB><JJ>
very good,very rb good jj,1,<RB><JJ>
very little,very rb little jj,1,<RB><JJ>
very low,very rb low jj,1,<RB><JJ>
very minimal,very rb minimal jj,1,<RB><JJ>
very similar,very rb similar jj,1,<RB><JJ>
vfd disconnected,vfd nn disconnected vbd,1,<NN><VBD>
vfd for b,vfd nn for in_pos b nn,1,<NN><IN><NN>
vfd for motor,vfd nn for in_pos motor nn,1,<NN><IN><NN>
vfd from motor,vfd nn from in_pos motor nn,1,<NN><IN><NN>
vfd tripped,vfd nn tripped vbd,1,<NN><VBD>
vibarations noted,vibarations nns noted vbd,1,<NNS><VBD>
vibrating,vibrating vbg,1,<VBG>
vibration checked,vibration nn checked vbd,1,<NN><VBD>
vibration felt,vibration nn felt vbd,1,<NN><VBD>
vibration found,vibration nn found vbd,1,<NN><VBD>
vibration leakschecked,vibration nn leakschecked vbd,1,<NN><VBD>
vibration on mud,vibration nn on in_pos mud nn,1,<NN><IN><NN>
vibration was,vibration nn was vbd,1,<NN><VBD>
vibration with vibration,vibration nn with in_pos vibration nn,1,<NN><IN><NN>
vibrations checked,vibrations nns checked vbd,1,<NNS><VBD>
vibrations closed,vibrations nns closed vbd,1,<NNS><VBD>
vibrations examined,vibrations nns examined vbd,1,<NNS><VBD>
vibrations feel,vibrations nns feel vbp,1,<NNS><VBP>
vibrations felt,vibrations nns felt vbd,1,<NNS><VBD>
vibrations found,vibrations nns found vbd,1,<NNS><VBD>
vibrations inspected,vibrations nns inspected vbd,1,<NNS><VBD>
vibrations noted,vibrations nns noted vbd,1,<NNS><VBD>
vibrations notedclose,vibrations nns notedclose vbp,1,<NNS><VBP>
vibrations observed,vibrations nns observed vbd,1,<NNS><VBD>
vibrations recorded,vibrations nns recorded vbd,1,<NNS><VBD>
vibrations took,vibrations nns took vbd,1,<NNS><VBD>
vibrations were,vibrations nns were vbd,1,<NNS><VBD>
vincent connected,vincent nn connected vbd,1,<NN><VBD>
visable,visable jj,1,<JJ>
visible,visible jj,1,<JJ>
visual,visual jj,1,<JJ>
visualized,visualized vbn,1,<VBN>
visualized examined,visualized vbn examined vbd,1,<VBN><VBD>
visually checked,visually rb checked vbn,1,<RB><VBN>
visually examine,visually rb examine vb,1,<RB><VB>
visually examined,visually rb examined vbn,1,<RB><VBN>
visually inspect,visually rb inspect jj,1,<RB><JJ>
visually inspected,visually rb inspected vbn,1,<RB><VBN>
visually observed,visually rb observed vbn,1,<RB><VBN>
visually verified,visually rb verified vbn,1,<RB><VBN>
vlaves see,vlaves nns see vbp,1,<NNS><VBP>
volts fla,volts nns fla vbp,1,<NNS><VBP>
waiiting,waiiting vbg,1,<VBG>
waiting,waiting vbg,1,<VBG>
warning,warning vbg,1,<VBG>
was,was vbd,1,<VBD>
washer flat,washer rb flat jj,1,<RB><JJ>
washer was,washer nn was vbd,1,<NN><VBD>
wasnt assigned,wasnt nn assigned vbd,1,<NN><VBD>
wasnt done,wasnt nn done vbn,1,<NN><VBN>
wasnt requred,wasnt nn requred vbd,1,<NN><VBD>
water confirmed,water nn confirmed vbd,1,<NN><VBD>
water cooled,water nn cooled vbd,1,<NN><VBD>
water in air,water nn in in_pos air nn,1,<NN><IN><NN>
weeks due,weeks nns due jj,1,<NNS><JJ>
welded,welded vbd,1,<VBD>
welder on shift,welder nn on in_pos shift nn,1,<NN><IN><NN>
welder required,welder nn required vbd,1,<NN><VBD>
welding,welding vbg,1,<VBG>
well aligned,well rb aligned vbn,1,<RB><VBN>
well bonded,well rb bonded vbn,1,<RB><VBN>
well recommended,well rb recommended jj,1,<RB><JJ>
well tds,well rb tds nn,1,<RB><NN>
well within range,well rb within in_pos range nn,1,<RB><IN><NN>
went,went vbd,1,<VBD>
were,were vbd,1,<VBD>
while ac motor,while in_pos ac nns motor nn,1,<IN><NNS><NN>
while blower,while in_pos blower nn,1,<IN><NN>
while equipment,while in_pos equipment nn,1,<IN><NN>
while motor,while in_pos motor nn,1,<IN><NN>
will be carried,will md be vb carried vbn,1,<MD><VB><VBN>
will be changed,will md be vb changed vbn,1,<MD><VB><VBN>
will be checked,will md be vb checked vbn,1,<MD><VB><VBN>
will be closed,will md be vb closed vbn,1,<MD><VB><VBN>
will be completed,will md be vb completed vbn,1,<MD><VB><VBN>
will be created,will md be vb created vbn,1,<MD><VB><VBN>
will be done,will md be vb done vbn,1,<MD><VB><VBN>
will be expensed,will md be vb expensed vbn,1,<MD><VB><VBN>
will be lowered,will md be vb lowered vbn,1,<MD><VB><VBN>
will be made,will md be vb made vbn,1,<MD><VB><VBN>
will be opened,will md be vb opened vbn,1,<MD><VB><VBN>
will be performed,will md be vb performed vbn,1,<MD><VB><VBN>
will be presented,will md be vb presented vbn,1,<MD><VB><VBN>
will be put,will md be vb put vbn,1,<MD><VB><VBN>
will be recommended,will md be vb recommended vbn,1,<MD><VB><VBN>
will be replaced,will md be vb replaced vbn,1,<MD><VB><VBN>
will be required,will md be vb required vbn,1,<MD><VB><VBN>
will be revisited,will md be vb revisited vbn,1,<MD><VB><VBN>
will be scheduled,will md be vb scheduled vbn,1,<MD><VB><VBN>
will be taken,will md be vb taken vbn,1,<MD><VB><VBN>
will be tested,will md be vb tested vbn,1,<MD><VB><VBN>
will be used,will md be vb used vbn,1,<MD><VB><VBN>
winding,winding vbg,1,<VBG>
winding was,winding nn was vbd,1,<NN><VBD>
windings are,windings nns are vbp,1,<NNS><VBP>
windows had,windows nns had vbd,1,<NNS><VBD>
windows on end,windows nns on in_pos end nn,1,<NNS><IN><NN>
wiped,wiped vbd,1,<VBD>
wired,wired vbd,1,<VBD>
wires are,wires nns are vbp,1,<NNS><VBP>
wires had,wires nns had vbd,1,<NNS><VBD>
wires were,wires nns were vbd,1,<NNS><VBD>
with ac motor,with in_pos ac jj motor nn,1,<IN><JJ><NN>
with antisieze,with in_pos antisieze nn,1,<IN><NN>
with assembling,with in_pos assembling vbg,1,<IN><VBG>
with bl,with in_pos bl nn,1,<IN><NN>
with bop test,with in_pos bop jj test nn,1,<IN><JJ><NN>
with brush,with in_pos brush nn,1,<IN><NN>
with c,with in_pos c nns,1,<IN><NNS>
with clamp,with in_pos clamp nn,1,<IN><NN>
with closed loop,with in_pos closed jj loop nn,1,<IN><JJ><NN>
with day,with in_pos day nn,1,<IN><NN>
with deflection,with in_pos deflection nn,1,<IN><NN>
with dirt,with in_pos dirt nn,1,<IN><NN>
with driller,with in_pos driller nn,1,<IN><NN>
with drilling,with in_pos drilling nn,1,<IN><NN>
with dry air,with in_pos dry jj air nn,1,<IN><JJ><NN>
with earth bond,with in_pos earth jj bond nn,1,<IN><JJ><NN>
with electrical supervisor,with in_pos electrical jj supervisor nn,1,<IN><JJ><NN>
with extech ir,with in_pos extech jj ir nn,1,<IN><JJ><NN>
with eye,with in_pos eye nn,1,<IN><NN>
with function,with in_pos function nn,1,<IN><NN>
with good ir,with in_pos good jj ir nn,1,<IN><JJ><NN>
with good operating,with in_pos good jj operating nn,1,<IN><JJ><NN>
with grease,with in_pos grease nn,1,<IN><NN>
with heater,with in_pos heater nn,1,<IN><NN>
with hp,with in_pos hp nn,1,<IN><NN>
with ibop,with in_pos ibop nn,1,<IN><NN>
with interlock,with in_pos interlock nn,1,<IN><NN>
with ir gun,with in_pos ir jj gun nn,1,<IN><JJ><NN>
with iso motor,with in_pos iso jj motor nn,1,<IN><JJ><NN>
with itthis,with in_pos itthis nn,1,<IN><NN>
with jbox,with in_pos jbox nn,1,<IN><NN>
with low air,with in_pos low jj air nn,1,<IN><JJ><NN>
with lucas,with in_pos lucas nn,1,<IN><NN>
with maintenance,with in_pos maintenance nn,1,<IN><NN>
with manual probe,with in_pos manual jj probe nn,1,<IN><JJ><NN>
with manual tool,with in_pos manual jj tool nn,1,<IN><JJ><NN>
with minimal dirt,with in_pos minimal jj dirt nn,1,<IN><JJ><NN>
with moisture,with in_pos moisture nn,1,<IN><NN>
with motor,with in_pos motor nn,1,<IN><NN>
with movable chain,with in_pos movable jj chain nn,1,<IN><JJ><NN>
with mp drive,with in_pos mp nns drive vbp,1,<IN><NNS><VBP>
with mud,with in_pos mud nn,1,<IN><NN>
with mud pump,with in_pos mud jj pump nn,1,<IN><JJ><NN>
with new pump,with in_pos new jj pump nn,1,<IN><JJ><NN>
with nitrogen,with in_pos nitrogen nn,1,<IN><NN>
with nitrogen stroke,with in_pos nitrogen jj stroke nn,1,<IN><JJ><NN>
with ns line,with in_pos ns jj line nn,1,<IN><JJ><NN>
with only mph,with in_pos only rb mph nn,1,<IN><RB><NN>
with other blower,with in_pos other jj blower nn,1,<IN><JJ><NN>
with paint,with in_pos paint nn,1,<IN><NN>
with paul dunkerley,with in_pos paul nn dunkerley nn,1,<IN><NN><NN>
with pump,with in_pos pump nn,1,<IN><NN>
with rag,with in_pos rag nn,1,<IN><NN>
with rags fan,with in_pos rags nns fan nn,1,<IN><NNS><NN>
with red alarm,with in_pos red jj alarm nn,1,<IN><JJ><NN>
with remote start,with in_pos remote jj start nn,1,<IN><JJ><NN>
with rubber,with in_pos rubber nn,1,<IN><NN>
with small amount,with in_pos small jj amount nn,1,<IN><JJ><NN>
with soft start,with in_pos soft jj start nn,1,<IN><JJ><NN>
with spare,with in_pos spare jj,1,<IN><JJ>
with spare motor,with in_pos spare jj motor nn,1,<IN><JJ><NN>
with surface,with in_pos surface nn,1,<IN><NN>
with technical recommendation,with in_pos technical jj recommendation nn,1,<IN><JJ><NN>
with temperature,with in_pos temperature nn,1,<IN><NN>
with test,with in_pos test nn,1,<IN><NN>
with third party,with in_pos third jj party nn,1,<IN><JJ><NN>
with torque wrench,with in_pos torque jj wrench nn,1,<IN><JJ><NN>
with traume,with in_pos traume nn,1,<IN><NN>
with vibration,with in_pos vibration nn,1,<IN><NN>
without abnormal vibrationsbalancing,without in_pos abnormal jj vibrationsbalancing nn,1,<IN><JJ><NN>
without action,without in_pos action nn,1,<IN><NN>
without complete diassembly,without in_pos complete jj diassembly nn,1,<IN><JJ><NN>
without damage,without in_pos damage nn,1,<IN><NN>
without problem,without in_pos problem nn,1,<IN><NN>
without pump,without in_pos pump nn,1,<IN><NN>
without sealed bearing,without in_pos sealed vbn bearing nn,1,<IN><VBN><NN>
work carried,work nn carried vbd,1,<NN><VBD>
work for damage,work nn for in_pos damage nn,1,<NN><IN><NN>
work had,work nn had vbd,1,<NN><VBD>
work was,work nn was vbd,1,<NN><VBD>
worked,worked vbn,1,<VBN>
working,working vbg,1,<VBG>
workshop overhauled,workshop nn overhauled vbd,1,<NN><VBD>
workshop stripped,workshop nn stripped vbd,1,<NN><VBD>
x opened,x nn opened vbd,1,<NN><VBD>
