phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE,dummy_labels
of inspection,of in_pos inspection nn,IN NN,<IN><NN>,1
of job,of in_pos job nn,IN NN,<IN><NN>,1
of junction,of in_pos junction nn,IN NN,<IN><NN>,1
of leakage,of in_pos leakage nn,IN NN,<IN><NN>,1
of local,of in_pos local jj,IN JJ,<IN><JJ>,1
of loose,of in_pos loose jj,IN JJ,<IN><JJ>,1
of loosening,of in_pos loosening vbg,IN VBG,<IN><VBG>,1
of low,of in_pos low jj,IN JJ,<IN><JJ>,1
of lubrication,of in_pos lubrication nn,IN NN,<IN><NN>,1
of manual,of in_pos manual jj,IN JJ,<IN><JJ>,1
of mechanical,of in_pos mechanical jj,IN JJ,<IN><JJ>,1
of misalignment,of in_pos misalignment nn,IN NN,<IN><NN>,1
of motor,of in_pos motor nn,IN NN,<IN><NN>,1
of mud,of in_pos mud nn,IN NN,<IN><NN>,1
of napro,of in_pos napro jj,IN JJ,<IN><JJ>,1
of normal,of in_pos normal jj,IN JJ,<IN><JJ>,1
of note,of in_pos note nn,IN NN,<IN><NN>,1
of nov,of in_pos nov nn,IN NN,<IN><NN>,1
of nowthe,of in_pos nowthe nn,IN NN,<IN><NN>,1
of o,of in_pos o nn,IN NN,<IN><NN>,1
of old,of in_pos old jj,IN JJ,<IN><JJ>,1
of plate,of in_pos plate nn,IN NN,<IN><NN>,1
of pm,of in_pos pm nn,IN NN,<IN><NN>,1
of possible,of in_pos possible jj,IN JJ,<IN><JJ>,1
of primer,of in_pos primer nn,IN NN,<IN><NN>,1
of psi,of in_pos psi nn,IN NN,<IN><NN>,1
of pumpwhen,of in_pos pumpwhen nn,IN NN,<IN><NN>,1
of remote,of in_pos remote nn,IN NN,<IN><NN>,1
of rust,of in_pos rust nn,IN NN,<IN><NN>,1
of start,of in_pos start nn,IN NN,<IN><NN>,1
of sufficient,of in_pos sufficient jj,IN JJ,<IN><JJ>,1
of test,of in_pos test nn,IN NN,<IN><NN>,1
of time,of in_pos time nn,IN NN,<IN><NN>,1
of tucked,of in_pos tucked nns,IN NNS,<IN><NNS>,1
of usage,of in_pos usage nn,IN NN,<IN><NN>,1
of use,of in_pos use nn,IN NN,<IN><NN>,1
of vibration,of in_pos vibration nn,IN NN,<IN><NN>,1
of water,of in_pos water nn,IN NN,<IN><NN>,1
off maintained,off rb maintained vbd,RB VBD,<RB><VBD>,1
off motor,off in_pos motor nn,IN NN,<IN><NN>,1
off open,off in_pos open jj,IN JJ,<IN><JJ>,1
offered,offered vbn,VBN,<VBN>,1
ohm,ohm nn,NN,<NN>,1
ohm was,ohm nn was vbd,NN VBD,<NN><VBD>,1
ohms,ohms nn,NN,<NN>,1
ohms amps,ohms nn amps nns,NN NNS,<NN><NNS>,1
ohms checked,ohms nn checked vbd,NN VBD,<NN><VBD>,1
ohms made,ohms nns made vbd,NNS VBD,<NNS><VBD>,1
ohms retightened,ohms nn retightened vbd,NN VBD,<NN><VBD>,1
ohms to hull,ohms nn to to_pos hull vb,NN TO VB,<NN><TO><VB>,1
ok,ok nn,NN,<NN>,1
ok ensured,ok nn ensured vbd,NN VBD,<NN><VBD>,1
ok examined,ok nn examined vbd,NN VBD,<NN><VBD>,1
ok inspected,ok rb inspected vbn,RB VBN,<RB><VBN>,1
ok listened,ok nn listened vbd,NN VBD,<NN><VBD>,1
ok made,ok nns made vbd,NNS VBD,<NNS><VBD>,1
ok make,ok nns make vbp,NNS VBP,<NNS><VBP>,1
ok recorded,ok nn recorded vbd,NN VBD,<NN><VBD>,1
ok reinstalled,ok nn reinstalled vbd,NN VBD,<NN><VBD>,1
ok thread,ok jj thread nn,JJ NN,<JJ><NN>,1
ok was,ok nn was vbd,NN VBD,<NN><VBD>,1
okay,okay nn,NN,<NN>,1
old,old jj,JJ,<JJ>,1
on ac,on in_pos ac nn,IN NN,<IN><NN>,1
on after switch,on in_pos after in_pos switch nn,IN IN NN,<IN><IN><NN>,1
on b,on in_pos b nn,IN NN,<IN><NN>,1
on barrier,on in_pos barrier nn,IN NN,<IN><NN>,1
on belt,on in_pos belt nn,IN NN,<IN><NN>,1
on blower,on in_pos blower nn,IN NN,<IN><NN>,1
on board,on in_pos board nn,IN NN,<IN><NN>,1
on buss,on in_pos buss nn,IN NN,<IN><NN>,1
on cement,on in_pos cement nn,IN NN,<IN><NN>,1
on checked,on in_pos checked nns,IN NNS,<IN><NNS>,1
on closed,on in_pos closed vbd,IN VBD,<IN><VBD>,1
on completion,on in_pos completion nn,IN NN,<IN><NN>,1
on contactor,on in_pos contactor nn,IN NN,<IN><NN>,1
on current,on in_pos current jj,IN JJ,<IN><JJ>,1
on day,on in_pos day nn,IN NN,<IN><NN>,1
on dc,on in_pos dc nn,IN NN,<IN><NN>,1
on de,on in_pos de nns,IN NNS,<IN><NNS>,1
on document,on in_pos document nn,IN NN,<IN><NN>,1
on drive,on in_pos drive nn,IN NN,<IN><NN>,1
on duct,on in_pos duct nn,IN NN,<IN><NN>,1
on earth,on in_pos earth nn,IN NN,<IN><NN>,1
on electrical,on in_pos electrical jj,IN JJ,<IN><JJ>,1
on encoder,on in_pos encoder nn,IN NN,<IN><NN>,1
on equipment,on in_pos equipment nn,IN NN,<IN><NN>,1
on exterior,on in_pos exterior jj,IN JJ,<IN><JJ>,1
on fall,on in_pos fall nn,IN NN,<IN><NN>,1
on feb,on in_pos feb nn,IN NN,<IN><NN>,1
on floor,on in_pos floor nn,IN NN,<IN><NN>,1
on from dayshift,on in_pos from in_pos dayshift nn,IN IN NN,<IN><IN><NN>,1
on fwd,on in_pos fwd nn,IN NN,<IN><NN>,1
on good,on in_pos good jj,IN JJ,<IN><JJ>,1
on ground,on in_pos ground nn,IN NN,<IN><NN>,1
on hazardous,on in_pos hazardous jj,IN JJ,<IN><JJ>,1
on hmi,on in_pos hmi nn,IN NN,<IN><NN>,1
on in conjunction,on in_pos in in_pos conjunction nn,IN IN NN,<IN><IN><NN>,1
on issue,on in_pos issue nn,IN NN,<IN><NN>,1
on j,on in_pos j nn,IN NN,<IN><NN>,1
on jbs,on in_pos jbs nn,IN NN,<IN><NN>,1
on job,on in_pos job nn,IN NN,<IN><NN>,1
on junction,on in_pos junction nn,IN NN,<IN><NN>,1
on june,on in_pos june nn,IN NN,<IN><NN>,1
on leak,on in_pos leak nn,IN NN,<IN><NN>,1
on main,on in_pos main jj,IN JJ,<IN><JJ>,1
on march,on in_pos march nn,IN NN,<IN><NN>,1
on mcc,on in_pos mcc nn,IN NN,<IN><NN>,1
on motor,on in_pos motor nn,IN NN,<IN><NN>,1
on mp,on in_pos mp nn,IN NN,<IN><NN>,1
on mpa,on in_pos mpa nn,IN NN,<IN><NN>,1
on mpb,on in_pos mpb nn,IN NN,<IN><NN>,1
on mud,on in_pos mud nn,IN NN,<IN><NN>,1
on nde,on in_pos nde nns,IN NNS,<IN><NNS>,1
on nonclosed,on in_pos nonclosed jj,IN JJ,<IN><JJ>,1
on normal,on in_pos normal jj,IN JJ,<IN><JJ>,1
on nov,on in_pos nov nns,IN NNS,<IN><NNS>,1
on off control,on in_pos off rp control nn,IN RP NN,<IN><RP><NN>,1
on order,on in_pos order nn,IN NN,<IN><NN>,1
on place,on in_pos place nn,IN NN,<IN><NN>,1
on pm,on in_pos pm nn,IN NN,<IN><NN>,1
on pump,on in_pos pump nn,IN NN,<IN><NN>,1
on rd,on in_pos rd nn,IN NN,<IN><NN>,1
on remote,on in_pos remote nn,IN NN,<IN><NN>,1
on separate,on in_pos separate jj,IN JJ,<IN><JJ>,1
on several,on in_pos several jj,IN JJ,<IN><JJ>,1
on space,on in_pos space nn,IN NN,<IN><NN>,1
on stop,on in_pos stop nn,IN NN,<IN><NN>,1
on top,on in_pos top nn,IN NN,<IN><NN>,1
on urgent,on in_pos urgent jj,IN JJ,<IN><JJ>,1
on various,on in_pos various jj,IN JJ,<IN><JJ>,1
on vibration,on in_pos vibration nn,IN NN,<IN><NN>,1
on without problem,on in_pos without in_pos problem nn,IN IN NN,<IN><IN><NN>,1
onboard to be,onboard nn to to_pos be vb,NN TO VB,<NN><TO><VB>,1
onboard to do,onboard nn to to_pos do vb,NN TO VB,<NN><TO><VB>,1
onboard to fix,onboard nn to to_pos fix vb,NN TO VB,<NN><TO><VB>,1
one on mud,one cd on in_pos mud nn,CD IN NN,<CD><IN><NN>,1
ones are,ones nns are vbp,NNS VBP,<NNS><VBP>,1
ongoing,ongoing vbg,VBG,<VBG>,1
only barring switch,only rb barring vbg switch nn,RB VBG NN,<RB><VBG><NN>,1
only due,only rb due jj,RB JJ,<RB><JJ>,1
only if relief plug,only rb if in_pos relief nn plug nn,RB IN NN NN,<RB><IN><NN><NN>,1
only old,only rb old jj,RB JJ,<RB><JJ>,1
only on nonclosed loop,only rb on in_pos nonclosed vbn loop nn,RB IN VBN NN,<RB><IN><VBN><NN>,1
only on nonsealed bearing,only rb on in_pos nonsealed jj bearing nn,RB IN JJ NN,<RB><IN><JJ><NN>,1
only small,only rb small jj,RB JJ,<RB><JJ>,1
open,open jj,JJ,<JJ>,1
opened,opened vbn,VBN,<VBN>,1
operated,operated vbn,VBN,<VBN>,1
operates in make,operates nns in in_pos make nn,NNS IN NN,<NNS><IN><NN>,1
operating,operating nn,NN,<NN>,1
operation activated,operation nn activated vbd,NN VBD,<NN><VBD>,1
operation checked,operation nn checked vbd,NN VBD,<NN><VBD>,1
operation ensured,operation nn ensured vbd,NN VBD,<NN><VBD>,1
operation inspected,operation nn inspected vbd,NN VBD,<NN><VBD>,1
operation of motor,operation nn of in_pos motor nn,NN IN NN,<NN><IN><NN>,1
operation of pa,operation nn of in_pos pa nn,NN IN NN,<NN><IN><NN>,1
operation of rig,operation nn of in_pos rig nn,NN IN NN,<NN><IN><NN>,1
operation of space,operation nn of in_pos space nn,NN IN NN,<NN><IN><NN>,1
operation to start,operation nn to to_pos start vb,NN TO VB,<NN><TO><VB>,1
operation verified,operation nn verified vbd,NN VBD,<NN><VBD>,1
operational,operational jj,JJ,<JJ>,1
operations allow,operations nns allow vbp,NNS VBP,<NNS><VBP>,1
operations allowed,operations nns allowed vbd,NNS VBD,<NNS><VBD>,1
operations do,operations nns do vbp,NNS VBP,<NNS><VBP>,1
operations performed,operations nns performed vbd,NNS VBD,<NNS><VBD>,1
operations permit,operations nns permit vbp,NNS VBP,<NNS><VBP>,1
operations resumed,operations nns resumed vbd,NNS VBD,<NNS><VBD>,1
operaton with bleed,operaton nn with in_pos bleed nn,NN IN NN,<NN><IN><NN>,1
opportunity to ran,opportunity nn to to_pos ran vb,NN TO VB,<NN><TO><VB>,1
optimized,optimized vbn,VBN,<VBN>,1
order at time,order nn at in_pos time nn,NN IN NN,<NN><IN><NN>,1
order found,order nn found vbd,NN VBD,<NN><VBD>,1
order in motor,order nn in in_pos motor nn,NN IN NN,<NN><IN><NN>,1
order made,order nn made vbd,NN VBD,<NN><VBD>,1
order on job,order nn on in_pos job nn,NN IN NN,<NN><IN><NN>,1
ordered,ordered vbn,VBN,<VBN>,1
ordering,ordering vbg,VBG,<VBG>,1
original,original jj,JJ,<JJ>,1
originally created,originally rb created vbn,RB VBN,<RB><VBN>,1
os,os nn,NN,<NN>,1
other,other jj,JJ,<JJ>,1
out inspection,out in_pos inspection nn,IN NN,<IN><NN>,1
out multiple,out in_pos multiple jj,IN JJ,<IN><JJ>,1
out of adjustment,out in_pos of in_pos adjustment nn,IN IN NN,<IN><IN><NN>,1
out of belt,out in_pos of in_pos belt nn,IN IN NN,<IN><IN><NN>,1
out of service,out in_pos of in_pos service nn,IN IN NN,<IN><IN><NN>,1
out visual,out in_pos visual jj,IN JJ,<IN><JJ>,1
outside of ductwork,outside in_pos of in_pos ductwork nn,IN IN NN,<IN><IN><NN>,1
over hp,over in_pos hp nn,IN NN,<IN><NN>,1
overall,overall jj,JJ,<JJ>,1
overgreased,overgreased vbn,VBN,<VBN>,1
overhauled,overhauled vbn,VBN,<VBN>,1
overhauling,overhauling vbg,VBG,<VBG>,1
overheated,overheated vbn,VBN,<VBN>,1
overheating,overheating vbg,VBG,<VBG>,1
overheatno,overheatno nn,NN,<NN>,1
overnde,overnde nn,NN,<NN>,1
own,own jj,JJ,<JJ>,1
p out b,p nn out rp b nn,NN RP NN,<NN><RP><NN>,1
painted,painted vbn,VBN,<VBN>,1
panel grounded,panel nn grounded vbd,NN VBD,<NN><VBD>,1
panel was,panel nn was vbd,NN VBD,<NN><VBD>,1
parameters need,parameters nns need vbp,NNS VBP,<NNS><VBP>,1
parameters rigged,parameters nns rigged vbd,NNS VBD,<NNS><VBD>,1
part checked,part nn checked vbd,NN VBD,<NN><VBD>,1
part ordered,part nn ordered vbd,NN VBD,<NN><VBD>,1
parted,parted vbn,VBN,<VBN>,1
parts move,parts nns move vbp,NNS VBP,<NNS><VBP>,1
parts received,parts nns received vbd,NNS VBD,<NNS><VBD>,1
parts requested,parts nns requested vbd,NNS VBD,<NNS><VBD>,1
party called,party nn called vbd,NN VBD,<NN><VBD>,1
party completed,party nn completed vbd,NN VBD,<NN><VBD>,1
party found,party nn found vbd,NN VBD,<NN><VBD>,1
passed,passed vbn,VBN,<VBN>,1
past,past nn,NN,<NN>,1
pending,pending vbg,VBG,<VBG>,1
peoper,peoper nn,NN,<NN>,1
per first,per in_pos first jj,IN JJ,<IN><JJ>,1
per oem,per in_pos oem nn,IN NN,<IN><NN>,1
per original,per in_pos original jj,IN JJ,<IN><JJ>,1
per pm,per in_pos pm nn,IN NN,<IN><NN>,1
perfomed,perfomed vbn,VBN,<VBN>,1
perform,perform nn,NN,<NN>,1
perform below task,perform nn below in_pos task nn,NN IN NN,<NN><IN><NN>,1
performed,performed vbn,VBN,<VBN>,1
performing,performing vbg,VBG,<VBG>,1
period of time,period nn of in_pos time nn,NN IN NN,<NN><IN><NN>,1
periodic,periodic nn,NN,<NN>,1
permits need,permits nns need vbp,NNS VBP,<NNS><VBP>,1
perto was,perto nn was vbd,NN VBD,<NN><VBD>,1
physically checked,physically rb checked vbn,RB VBN,<RB><VBN>,1
physically examined,physically rb examined vbn,RB VBN,<RB><VBN>,1
physically impossible,physically rb impossible jj,RB JJ,<RB><JJ>,1
pi,pi nn,NN,<NN>,1
pi reconnected,pi nn reconnected vbd,NN VBD,<NN><VBD>,1
pi was,pi nn was vbd,NN VBD,<NN><VBD>,1
picked,picked nns,NNS,<NNS>,1
pictures attached,pictures nns attached vbd,NNS VBD,<NNS><VBD>,1
pilled,pilled vbn,VBN,<VBN>,1
pipe,pipe nn,NN,<NN>,1
pipe pressuretested,pipe nn pressuretested vbd,NN VBD,<NN><VBD>,1
piping,piping vbg,VBG,<VBG>,1
pistons marcelo,pistons nns marcelo vbp,NNS VBP,<NNS><VBP>,1
pitting,pitting vbg,VBG,<VBG>,1
placed,placed vbn,VBN,<VBN>,1
placing,placing vbg,VBG,<VBG>,1
planned,planned vbn,VBN,<VBN>,1
plate ensured,plate nn ensured vbd,NN VBD,<NN><VBD>,1
plate if time,plate nn if in_pos time nn,NN IN NN,<NN><IN><NN>,1
plate installed,plate nn installed vbd,NN VBD,<NN><VBD>,1
plate of motor,plate nn of in_pos motor nn,NN IN NN,<NN><IN><NN>,1
plate restored,plate nn restored vbd,NN VBD,<NN><VBD>,1
plate threaded,plate nn threaded vbd,NN VBD,<NN><VBD>,1
plate to mud,plate nn to to_pos mud vb,NN TO VB,<NN><TO><VB>,1
plate to see,plate nn to to_pos see vb,NN TO VB,<NN><TO><VB>,1
platerestored,platerestored vbn,VBN,<VBN>,1
plates are,plates nns are vbp,NNS VBP,<NNS><VBP>,1
plates present,plates nns present jj,NNS JJ,<NNS><JJ>,1
plug after lubrication,plug nn after in_pos lubrication nn,NN IN NN,<NN><IN><NN>,1
plugs,plugs nns,NNS,<NNS>,1
plugs removed,plugs nns removed vbd,NNS VBD,<NNS><VBD>,1
pm,pm nn,NN,<NN>,1
pm carried,pm nn carried vbd,NN VBD,<NN><VBD>,1
pm changed,pm nns changed vbd,NNS VBD,<NNS><VBD>,1
pm closed,pm nn closed vbd,NN VBD,<NN><VBD>,1
pm completed,pm nn completed vbd,NN VBD,<NN><VBD>,1
pm found,pm nn found vbd,NN VBD,<NN><VBD>,1
pm functioned,pm nn functioned vbd,NN VBD,<NN><VBD>,1
pm isolated,pm nn isolated vbd,NN VBD,<NN><VBD>,1
pm on drive,pm nn on in_pos drive nn,NN IN NN,<NN><IN><NN>,1
pm on mud,pm nn on in_pos mud nn,NN IN NN,<NN><IN><NN>,1
pm turned,pm nn turned vbd,NN VBD,<NN><VBD>,1
pm was,pm nn was vbd,NN VBD,<NN><VBD>,1
pms,pms nn,NN,<NN>,1
pms were,pms nns were vbd,NNS VBD,<NNS><VBD>,1
po,po nn,NN,<NN>,1
point molded,point nn molded vbd,NN VBD,<NN><VBD>,1
points are,points nns are vbp,NNS VBP,<NNS><VBP>,1
points inspected,points nns inspected vbd,NNS VBD,<NNS><VBD>,1
points isolated,points nns isolated vbd,NNS VBD,<NNS><VBD>,1
points lifted,points nns lifted vbd,NNS VBD,<NNS><VBD>,1
points make,points nns make vbp,NNS VBP,<NNS><VBP>,1
points n,points nns n vbp,NNS VBP,<NNS><VBP>,1
points ok,points nns ok vbp,NNS VBP,<NNS><VBP>,1
points secured,points nns secured vbd,NNS VBD,<NNS><VBD>,1
points was,points nns was vbd,NNS VBD,<NNS><VBD>,1
points were,points nns were vbd,NNS VBD,<NNS><VBD>,1
polarization,polarization nn,NN,<NN>,1
possibley on order,possibley nn on in_pos order nn,NN IN NN,<NN><IN><NN>,1
power to ac,power nn to to_pos ac vb,NN TO VB,<NN><TO><VB>,1
pr,pr nn,NN,<NN>,1
prcharged,prcharged vbn,VBN,<VBN>,1
precharged,precharged vbn,VBN,<VBN>,1
preformed,preformed vbn,VBN,<VBN>,1
prepared,prepared jj,JJ,<JJ>,1
present,present nn,NN,<NN>,1
present checked,present jj checked vbd,JJ VBD,<JJ><VBD>,1
presentation of proposal,presentation nn of in_pos proposal nn,NN IN NN,<NN><IN><NN>,1
preset,preset nn,NN,<NN>,1
pressure tested,pressure nn tested vbd,NN VBD,<NN><VBD>,1
pressures checked,pressures nns checked vbd,NNS VBD,<NNS><VBD>,1
pretty,pretty rb,RB,<RB>,1
previously inspected,previously rb inspected vbn,RB VBN,<RB><VBN>,1
previously opened,previously rb opened vbn,RB VBN,<RB><VBN>,1
previously returned,previously rb returned vbn,RB VBN,<RB><VBN>,1
primeaux under michael,primeaux nn under in_pos michael nn,NN IN NN,<NN><IN><NN>,1
primed,primed vbn,VBN,<VBN>,1
prior,prior rb,RB,<RB>,1
problem carried,problem nn carried vbd,NN VBD,<NN><VBD>,1
problem checked,problem nn checked vbd,NN VBD,<NN><VBD>,1
problem for rust,problem nn for in_pos rust nn,NN IN NN,<NN><IN><NN>,1
problem made,problem nn made vbd,NN VBD,<NN><VBD>,1
problem to report,problem nn to to_pos report vb,NN TO VB,<NN><TO><VB>,1
problems checked,problems nns checked vbd,NNS VBD,<NNS><VBD>,1
problems meggered,problems nns meggered vbd,NNS VBD,<NNS><VBD>,1
procedure for ground,procedure nn for in_pos ground nn,NN IN NN,<NN><IN><NN>,1
procedure made,procedure nn made vbd,NN VBD,<NN><VBD>,1
procedures mud,procedures nns mud vbp,NNS VBP,<NNS><VBP>,1
procedures were,procedures nns were vbd,NNS VBD,<NNS><VBD>,1
program to install,program nn to to_pos install vb,NN TO VB,<NN><TO><VB>,1
prompted,prompted vbn,VBN,<VBN>,1
proper,proper nn,NN,<NN>,1
proper was,proper nn was vbd,NN VBD,<NN><VBD>,1
properley,properley nn,NN,<NN>,1
properly,properly rb,RB,<RB>,1
properly at time,properly rb at in_pos time nn,RB IN NN,<RB><IN><NN>,1
properly checked,properly rb checked vbn,RB VBN,<RB><VBN>,1
properly cleaned,properly rb cleaned vbn,RB VBN,<RB><VBN>,1
properly greased,properly rb greased vbn,RB VBN,<RB><VBN>,1
properly isolated,properly rb isolated vbn,RB VBN,<RB><VBN>,1
properly lubricated,properly rb lubricated vbn,RB VBN,<RB><VBN>,1
properly made,properly rb made vbn,RB VBN,<RB><VBN>,1
properly marked,properly rb marked vbn,RB VBN,<RB><VBN>,1
properly note,properly rb note nn,RB NN,<RB><NN>,1
properly on standpipe,properly rb on in_pos standpipe nn,RB IN NN,<RB><IN><NN>,1
properly purpose,properly rb purpose nn,RB NN,<RB><NN>,1
properly removed,properly rb removed vbn,RB VBN,<RB><VBN>,1
properly routed,properly rb routed vbn,RB VBN,<RB><VBN>,1
properly started,properly rb started vbd,RB VBD,<RB><VBD>,1
properly tested,properly rb tested vbn,RB VBN,<RB><VBN>,1
properly tight,properly rb tight nn,RB NN,<RB><NN>,1
properly tightens,properly rb tightens nns,RB NNS,<RB><NNS>,1
properly torqued,properly rb torqued vbn,RB VBN,<RB><VBN>,1
properly used,properly rb used vbn,RB VBN,<RB><VBN>,1
protected,protected vbn,VBN,<VBN>,1
protective,protective nn,NN,<NN>,1
provided,provided vbn,VBN,<VBN>,1
prox,prox nn,NN,<NN>,1
puck was,puck nn was vbd,NN VBD,<NN><VBD>,1
pulled,pulled vbd,VBD,<VBD>,1
pulley brought,pulley nn brought vbd,NN VBD,<NN><VBD>,1
pulley in order,pulley nn in in_pos order nn,NN IN NN,<NN><IN><NN>,1
pulley to gain,pulley nn to to_pos gain vb,NN TO VB,<NN><TO><VB>,1
pulling,pulling vbg,VBG,<VBG>,1
pump,pump nn,NN,<NN>,1
pump assigned,pump nn assigned vbd,NN VBD,<NN><VBD>,1
pump checked,pump nn checked vbd,NN VBD,<NN><VBD>,1
pump deisolated,pump nn deisolated vbd,NN VBD,<NN><VBD>,1
pump disconnected,pump nn disconnected vbd,NN VBD,<NN><VBD>,1
pump found,pump nn found vbd,NN VBD,<NN><VBD>,1
pump have,pump nns have vbp,NNS VBP,<NNS><VBP>,1
pump isolated,pump nn isolated vbd,NN VBD,<NN><VBD>,1
pump on investigation,pump nn on in_pos investigation nn,NN IN NN,<NN><IN><NN>,1
pump on mud,pump nn on in_pos mud nn,NN IN NN,<NN><IN><NN>,1
pump performed,pump nn performed vbd,NN VBD,<NN><VBD>,1
pump ran,pump nn ran vbd,NN VBD,<NN><VBD>,1
pump removed,pump nn removed vbd,NN VBD,<NN><VBD>,1
pump repaired,pump nn repaired vbd,NN VBD,<NN><VBD>,1
pump to check,pump nn to to_pos check vb,NN TO VB,<NN><TO><VB>,1
pump to heat,pump nn to to_pos heat vb,NN TO VB,<NN><TO><VB>,1
pump to perform,pump nn to to_pos perform vb,NN TO VB,<NN><TO><VB>,1
pump to strocks,pump nn to to_pos strocks vb,NN TO VB,<NN><TO><VB>,1
pump to test,pump nn to to_pos test vb,NN TO VB,<NN><TO><VB>,1
pump was,pump nn was vbd,NN VBD,<NN><VBD>,1
pump went,pump nn went vbd,NN VBD,<NN><VBD>,1
pumpd have,pumpd nns have vbp,NNS VBP,<NNS><VBP>,1
pumped,pumped nn,NN,<NN>,1
pumping,pumping vbg,VBG,<VBG>,1
pumps are,pumps nns are vbp,NNS VBP,<NNS><VBP>,1
pumps do,pumps nns do vbp,NNS VBP,<NNS><VBP>,1
pumps due,pumps nns due jj,NNS JJ,<NNS><JJ>,1
pumps had,pumps nns had vbd,NNS VBD,<NNS><VBD>,1
pumps have,pumps nns have vbp,NNS VBP,<NNS><VBP>,1
pumps main,pumps nns main jj,NNS JJ,<NNS><JJ>,1
pumps run,pumps nns run vbp,NNS VBP,<NNS><VBP>,1
pumps turned,pumps nns turned vbd,NNS VBD,<NNS><VBD>,1
pumps verified,pumps nns verified vbd,NNS VBD,<NNS><VBD>,1
pumps were,pumps nns were vbd,NNS VBD,<NNS><VBD>,1
purpose attached,purpose nn attached vbd,NN VBD,<NN><VBD>,1
push,push nn,NN,<NN>,1
pushbuttons were,pushbuttons nns were vbd,NNS VBD,<NNS><VBD>,1
put,put nn,NN,<NN>,1
putensured,putensured vbn,VBN,<VBN>,1
qty,qty nn,NN,<NN>,1
qty requested,qty nn requested vbd,NN VBD,<NN><VBD>,1
quick,quick nn,NN,<NN>,1
quotation for vibration,quotation nn for in_pos vibration nn,NN IN NN,<NN><IN><NN>,1
quotation from traume,quotation nn from in_pos traume nn,NN IN NN,<NN><IN><NN>,1
quote attached,quote nn attached vbd,NN VBD,<NN><VBD>,1
quote in attachment,quote nn in in_pos attachment nn,NN IN NN,<NN><IN><NN>,1
quote recieved,quote nn recieved vbd,NN VBD,<NN><VBD>,1
raised,raised vbn,VBN,<VBN>,1
ran,ran nn,NN,<NN>,1
rattling,rattling vbg,VBG,<VBG>,1
re installed,re nn installed vbd,NN VBD,<NN><VBD>,1
reached,reached vbn,VBN,<VBN>,1
read,read nn,NN,<NN>,1
readable,readable jj,JJ,<JJ>,1
reading,reading nn,NN,<NN>,1
reading for b,reading nn for in_pos b nn,NN IN NN,<NN><IN><NN>,1
reading for mp,reading vbg for in_pos mp nn,VBG IN NN,<VBG><IN><NN>,1
reading of motor,reading nn of in_pos motor nn,NN IN NN,<NN><IN><NN>,1
reading to confirm,reading vbg to to_pos confirm vb,VBG TO VB,<VBG><TO><VB>,1
reading was,reading nn was vbd,NN VBD,<NN><VBD>,1
reading were,reading nn were vbd,NN VBD,<NN><VBD>,1
readings are,readings nns are vbp,NNS VBP,<NNS><VBP>,1
readings attached,readings nns attached vbd,NNS VBD,<NNS><VBD>,1
readings come,readings nns come vbp,NNS VBP,<NNS><VBP>,1
readings confirmed,readings nns confirmed vbd,NNS VBD,<NNS><VBD>,1
readings have,readings nns have vbp,NNS VBP,<NNS><VBP>,1
readings provided,readings nns provided vbd,NNS VBD,<NNS><VBD>,1
readings recorded,readings nns recorded vbd,NNS VBD,<NNS><VBD>,1
readings reinstalled,readings nns reinstalled vbd,NNS VBD,<NNS><VBD>,1
readings send,readings nns send vbp,NNS VBP,<NNS><VBP>,1
readings take,readings nns take vbp,NNS VBP,<NNS><VBP>,1
readings was,readings nns was vbd,NNS VBD,<NNS><VBD>,1
readings were,readings nns were vbd,NNS VBD,<NNS><VBD>,1
ready,ready jj,JJ,<JJ>,1
really loose,really rb loose jj,RB JJ,<RB><JJ>,1
reasonably clean,reasonably rb clean jj,RB JJ,<RB><JJ>,1
reassembling,reassembling vbg,VBG,<VBG>,1
rebuilt,rebuilt nn,NN,<NN>,1
received,received vbn,VBN,<VBN>,1
recent,recent jj,JJ,<JJ>,1
recently changed,recently rb changed vbn,RB VBN,<RB><VBN>,1
recently replaced,recently rb replaced vbd,RB VBD,<RB><VBD>,1
recevid,recevid nn,NN,<NN>,1
recevied,recevied vbn,VBN,<VBN>,1
