phrases,tagged_phrases,Tags,POS_TAGS_OF_PHRASE
on pm,on in_pos pm nn,IN NN,<IN><NN>
on pump,on in_pos pump nn,IN NN,<IN><NN>
on rd,on in_pos rd nn,IN NN,<IN><NN>
on remote,on in_pos remote nn,IN NN,<IN><NN>
on separate,on in_pos separate jj,IN JJ,<IN><JJ>
on several,on in_pos several jj,IN JJ,<IN><JJ>
on space,on in_pos space nn,IN NN,<IN><NN>
on stop,on in_pos stop nn,IN NN,<IN><NN>
on top,on in_pos top nn,IN NN,<IN><NN>
on urgent,on in_pos urgent jj,IN JJ,<IN><JJ>
on various,on in_pos various jj,IN JJ,<IN><JJ>
on vibration,on in_pos vibration nn,IN NN,<IN><NN>
on without problem,on in_pos without in_pos problem nn,IN IN NN,<IN><IN><NN>
onboard to be,onboard nn to to_pos be vb,NN TO VB,<NN><TO><VB>
onboard to do,onboard nn to to_pos do vb,NN TO VB,<NN><TO><VB>
onboard to fix,onboard nn to to_pos fix vb,NN TO VB,<NN><TO><VB>
one on mud,one cd on in_pos mud nn,CD IN NN,<CD><IN><NN>
ones are,ones nns are vbp,NNS VBP,<NNS><VBP>
ongoing,ongoing vbg,VBG,<VBG>
only barring switch,only rb barring vbg switch nn,RB VBG NN,<RB><VBG><NN>
only due,only rb due jj,RB JJ,<RB><JJ>
only if relief plug,only rb if in_pos relief nn plug nn,RB IN NN NN,<RB><IN><NN><NN>
only old,only rb old jj,RB JJ,<RB><JJ>
only on nonclosed loop,only rb on in_pos nonclosed vbn loop nn,RB IN VBN NN,<RB><IN><VBN><NN>
only on nonsealed bearing,only rb on in_pos nonsealed jj bearing nn,RB IN JJ NN,<RB><IN><JJ><NN>
only small,only rb small jj,RB JJ,<RB><JJ>
open,open jj,JJ,<JJ>
opened,opened vbn,VBN,<VBN>
operated,operated vbn,VBN,<VBN>
operates in make,operates nns in in_pos make nn,NNS IN NN,<NNS><IN><NN>
operating,operating nn,NN,<NN>
operation activated,operation nn activated vbd,NN VBD,<NN><VBD>
operation checked,operation nn checked vbd,NN VBD,<NN><VBD>
operation ensured,operation nn ensured vbd,NN VBD,<NN><VBD>
operation inspected,operation nn inspected vbd,NN VBD,<NN><VBD>
operation of motor,operation nn of in_pos motor nn,NN IN NN,<NN><IN><NN>
operation of pa,operation nn of in_pos pa nn,NN IN NN,<NN><IN><NN>
operation of rig,operation nn of in_pos rig nn,NN IN NN,<NN><IN><NN>
operation of space,operation nn of in_pos space nn,NN IN NN,<NN><IN><NN>
operation to start,operation nn to to_pos start vb,NN TO VB,<NN><TO><VB>
operation verified,operation nn verified vbd,NN VBD,<NN><VBD>
operational,operational jj,JJ,<JJ>
operations allow,operations nns allow vbp,NNS VBP,<NNS><VBP>
operations allowed,operations nns allowed vbd,NNS VBD,<NNS><VBD>
operations do,operations nns do vbp,NNS VBP,<NNS><VBP>
operations performed,operations nns performed vbd,NNS VBD,<NNS><VBD>
operations permit,operations nns permit vbp,NNS VBP,<NNS><VBP>
operations resumed,operations nns resumed vbd,NNS VBD,<NNS><VBD>
operaton with bleed,operaton nn with in_pos bleed nn,NN IN NN,<NN><IN><NN>
opportunity to ran,opportunity nn to to_pos ran vb,NN TO VB,<NN><TO><VB>
optimized,optimized vbn,VBN,<VBN>
order at time,order nn at in_pos time nn,NN IN NN,<NN><IN><NN>
order found,order nn found vbd,NN VBD,<NN><VBD>
order in motor,order nn in in_pos motor nn,NN IN NN,<NN><IN><NN>
order made,order nn made vbd,NN VBD,<NN><VBD>
order on job,order nn on in_pos job nn,NN IN NN,<NN><IN><NN>
ordered,ordered vbn,VBN,<VBN>
ordering,ordering vbg,VBG,<VBG>
original,original jj,JJ,<JJ>
originally created,originally rb created vbn,RB VBN,<RB><VBN>
os,os nn,NN,<NN>
other,other jj,JJ,<JJ>
out inspection,out in_pos inspection nn,IN NN,<IN><NN>
out multiple,out in_pos multiple jj,IN JJ,<IN><JJ>
out of adjustment,out in_pos of in_pos adjustment nn,IN IN NN,<IN><IN><NN>
out of belt,out in_pos of in_pos belt nn,IN IN NN,<IN><IN><NN>
out of service,out in_pos of in_pos service nn,IN IN NN,<IN><IN><NN>
out visual,out in_pos visual jj,IN JJ,<IN><JJ>
outside of ductwork,outside in_pos of in_pos ductwork nn,IN IN NN,<IN><IN><NN>
over hp,over in_pos hp nn,IN NN,<IN><NN>
overall,overall jj,JJ,<JJ>
overgreased,overgreased vbn,VBN,<VBN>
overhauled,overhauled vbn,VBN,<VBN>
overhauling,overhauling vbg,VBG,<VBG>
overheated,overheated vbn,VBN,<VBN>
overheating,overheating vbg,VBG,<VBG>
overheatno,overheatno nn,NN,<NN>
overnde,overnde nn,NN,<NN>
own,own jj,JJ,<JJ>
p out b,p nn out rp b nn,NN RP NN,<NN><RP><NN>
painted,painted vbn,VBN,<VBN>
panel grounded,panel nn grounded vbd,NN VBD,<NN><VBD>
panel was,panel nn was vbd,NN VBD,<NN><VBD>
parameters need,parameters nns need vbp,NNS VBP,<NNS><VBP>
parameters rigged,parameters nns rigged vbd,NNS VBD,<NNS><VBD>
part checked,part nn checked vbd,NN VBD,<NN><VBD>
part ordered,part nn ordered vbd,NN VBD,<NN><VBD>
parted,parted vbn,VBN,<VBN>
parts move,parts nns move vbp,NNS VBP,<NNS><VBP>
parts received,parts nns received vbd,NNS VBD,<NNS><VBD>
parts requested,parts nns requested vbd,NNS VBD,<NNS><VBD>
party called,party nn called vbd,NN VBD,<NN><VBD>
party completed,party nn completed vbd,NN VBD,<NN><VBD>
party found,party nn found vbd,NN VBD,<NN><VBD>
passed,passed vbn,VBN,<VBN>
past,past nn,NN,<NN>
pending,pending vbg,VBG,<VBG>
peoper,peoper nn,NN,<NN>
per first,per in_pos first jj,IN JJ,<IN><JJ>
per oem,per in_pos oem nn,IN NN,<IN><NN>
per original,per in_pos original jj,IN JJ,<IN><JJ>
per pm,per in_pos pm nn,IN NN,<IN><NN>
perfomed,perfomed vbn,VBN,<VBN>
perform,perform nn,NN,<NN>
perform below task,perform nn below in_pos task nn,NN IN NN,<NN><IN><NN>
performed,performed vbn,VBN,<VBN>
performing,performing vbg,VBG,<VBG>
period of time,period nn of in_pos time nn,NN IN NN,<NN><IN><NN>
periodic,periodic nn,NN,<NN>
permits need,permits nns need vbp,NNS VBP,<NNS><VBP>
perto was,perto nn was vbd,NN VBD,<NN><VBD>
physically checked,physically rb checked vbn,RB VBN,<RB><VBN>
physically examined,physically rb examined vbn,RB VBN,<RB><VBN>
physically impossible,physically rb impossible jj,RB JJ,<RB><JJ>
pi,pi nn,NN,<NN>
pi reconnected,pi nn reconnected vbd,NN VBD,<NN><VBD>
pi was,pi nn was vbd,NN VBD,<NN><VBD>
picked,picked nns,NNS,<NNS>
pictures attached,pictures nns attached vbd,NNS VBD,<NNS><VBD>
pilled,pilled vbn,VBN,<VBN>
pipe,pipe nn,NN,<NN>
pipe pressuretested,pipe nn pressuretested vbd,NN VBD,<NN><VBD>
piping,piping vbg,VBG,<VBG>
pistons marcelo,pistons nns marcelo vbp,NNS VBP,<NNS><VBP>
pitting,pitting vbg,VBG,<VBG>
placed,placed vbn,VBN,<VBN>
placing,placing vbg,VBG,<VBG>
planned,planned vbn,VBN,<VBN>
plate belt,plate nn belt nn,NN NN,<NN><NN>
plate ensured,plate nn ensured vbd,NN VBD,<NN><VBD>
plate if time,plate nn if in_pos time nn,NN IN NN,<NN><IN><NN>
plate installed,plate nn installed vbd,NN VBD,<NN><VBD>
plate of motor,plate nn of in_pos motor nn,NN IN NN,<NN><IN><NN>
plate restored,plate nn restored vbd,NN VBD,<NN><VBD>
plate threaded,plate nn threaded vbd,NN VBD,<NN><VBD>
plate to mud,plate nn to to_pos mud vb,NN TO VB,<NN><TO><VB>
plate to see,plate nn to to_pos see vb,NN TO VB,<NN><TO><VB>
plate visable,plate nn visable nn,NN NN,<NN><NN>
platerestored,platerestored vbn,VBN,<VBN>
plates are,plates nns are vbp,NNS VBP,<NNS><VBP>
plates present,plates nns present jj,NNS JJ,<NNS><JJ>
plug after lubrication,plug nn after in_pos lubrication nn,NN IN NN,<NN><IN><NN>
plugs,plugs nns,NNS,<NNS>
plugs removed,plugs nns removed vbd,NNS VBD,<NNS><VBD>
pm,pm nn,NN,<NN>
pm carried,pm nn carried vbd,NN VBD,<NN><VBD>
pm changed,pm nns changed vbd,NNS VBD,<NNS><VBD>
pm closed,pm nn closed vbd,NN VBD,<NN><VBD>
pm completed,pm nn completed vbd,NN VBD,<NN><VBD>
pm found,pm nn found vbd,NN VBD,<NN><VBD>
pm functioned,pm nn functioned vbd,NN VBD,<NN><VBD>
pm isolated,pm nn isolated vbd,NN VBD,<NN><VBD>
pm on drive,pm nn on in_pos drive nn,NN IN NN,<NN><IN><NN>
pm on mud,pm nn on in_pos mud nn,NN IN NN,<NN><IN><NN>
pm turned,pm nn turned vbd,NN VBD,<NN><VBD>
pm was,pm nn was vbd,NN VBD,<NN><VBD>
pms,pms nn,NN,<NN>
pms were,pms nns were vbd,NNS VBD,<NNS><VBD>
po,po nn,NN,<NN>
point molded,point nn molded vbd,NN VBD,<NN><VBD>
points are,points nns are vbp,NNS VBP,<NNS><VBP>
points inspected,points nns inspected vbd,NNS VBD,<NNS><VBD>
points isolated,points nns isolated vbd,NNS VBD,<NNS><VBD>
points lifted,points nns lifted vbd,NNS VBD,<NNS><VBD>
points make,points nns make vbp,NNS VBP,<NNS><VBP>
points n,points nns n vbp,NNS VBP,<NNS><VBP>
points ok,points nns ok vbp,NNS VBP,<NNS><VBP>
points secured,points nns secured vbd,NNS VBD,<NNS><VBD>
points was,points nns was vbd,NNS VBD,<NNS><VBD>
points were,points nns were vbd,NNS VBD,<NNS><VBD>
polarization,polarization nn,NN,<NN>
policies motor,policies nns motor nn,NNS NN,<NNS><NN>
ports supportmarineabbcom,ports nns supportmarineabbcom nn,NNS NN,<NNS><NN>
possibley on order,possibley nn on in_pos order nn,NN IN NN,<NN><IN><NN>
power to ac,power nn to to_pos ac vb,NN TO VB,<NN><TO><VB>
pr,pr nn,NN,<NN>
prcharged,prcharged vbn,VBN,<VBN>
precharged,precharged vbn,VBN,<VBN>
preformed,preformed vbn,VBN,<VBN>
prelectronics interface,prelectronics nns interface nn,NNS NN,<NNS><NN>
prepared,prepared jj,JJ,<JJ>
present,present nn,NN,<NN>
present checked,present jj checked vbd,JJ VBD,<JJ><VBD>
presentation of proposal,presentation nn of in_pos proposal nn,NN IN NN,<NN><IN><NN>
preset,preset nn,NN,<NN>
pressure tested,pressure nn tested vbd,NN VBD,<NN><VBD>
pressures checked,pressures nns checked vbd,NNS VBD,<NNS><VBD>
pretty,pretty rb,RB,<RB>
prevents mud,prevents nns mud nn,NNS NN,<NNS><NN>
prevents pump,prevents nns pump nn,NNS NN,<NNS><NN>
previously inspected,previously rb inspected vbn,RB VBN,<RB><VBN>
previously opened,previously rb opened vbn,RB VBN,<RB><VBN>
previously returned,previously rb returned vbn,RB VBN,<RB><VBN>
primeaux under michael,primeaux nn under in_pos michael nn,NN IN NN,<NN><IN><NN>
primed,primed vbn,VBN,<VBN>
prior,prior rb,RB,<RB>
probes n,probes nns n nns,NNS NNS,<NNS><NNS>
problem carried,problem nn carried vbd,NN VBD,<NN><VBD>
problem checked,problem nn checked vbd,NN VBD,<NN><VBD>
problem for rust,problem nn for in_pos rust nn,NN IN NN,<NN><IN><NN>
problem made,problem nn made vbd,NN VBD,<NN><VBD>
problem to report,problem nn to to_pos report vb,NN TO VB,<NN><TO><VB>
problems checked,problems nns checked vbd,NNS VBD,<NNS><VBD>
problems meggered,problems nns meggered vbd,NNS VBD,<NNS><VBD>
procedure for ground,procedure nn for in_pos ground nn,NN IN NN,<NN><IN><NN>
procedure made,procedure nn made vbd,NN VBD,<NN><VBD>
procedures mud,procedures nns mud vbp,NNS VBP,<NNS><VBP>
procedures were,procedures nns were vbd,NNS VBD,<NNS><VBD>
program to install,program nn to to_pos install vb,NN TO VB,<NN><TO><VB>
prompted,prompted vbn,VBN,<VBN>
proper,proper nn,NN,<NN>
proper was,proper nn was vbd,NN VBD,<NN><VBD>
properley,properley nn,NN,<NN>
properly,properly rb,RB,<RB>
properly at time,properly rb at in_pos time nn,RB IN NN,<RB><IN><NN>
properly checked,properly rb checked vbn,RB VBN,<RB><VBN>
properly cleaned,properly rb cleaned vbn,RB VBN,<RB><VBN>
properly greased,properly rb greased vbn,RB VBN,<RB><VBN>
properly isolated,properly rb isolated vbn,RB VBN,<RB><VBN>
properly lubricated,properly rb lubricated vbn,RB VBN,<RB><VBN>
properly made,properly rb made vbn,RB VBN,<RB><VBN>
properly marked,properly rb marked vbn,RB VBN,<RB><VBN>
properly note,properly rb note nn,RB NN,<RB><NN>
properly on standpipe,properly rb on in_pos standpipe nn,RB IN NN,<RB><IN><NN>
properly purpose,properly rb purpose nn,RB NN,<RB><NN>
properly removed,properly rb removed vbn,RB VBN,<RB><VBN>
properly routed,properly rb routed vbn,RB VBN,<RB><VBN>
properly started,properly rb started vbd,RB VBD,<RB><VBD>
properly tested,properly rb tested vbn,RB VBN,<RB><VBN>
properly tight,properly rb tight nn,RB NN,<RB><NN>
properly tightens,properly rb tightens nns,RB NNS,<RB><NNS>
properly torqued,properly rb torqued vbn,RB VBN,<RB><VBN>
properly used,properly rb used vbn,RB VBN,<RB><VBN>
protected,protected vbn,VBN,<VBN>
protective,protective nn,NN,<NN>
provided,provided vbn,VBN,<VBN>
prox,prox nn,NN,<NN>
puck was,puck nn was vbd,NN VBD,<NN><VBD>
pulled,pulled vbd,VBD,<VBD>
pulley brought,pulley nn brought vbd,NN VBD,<NN><VBD>
pulley in order,pulley nn in in_pos order nn,NN IN NN,<NN><IN><NN>
pulley to gain,pulley nn to to_pos gain vb,NN TO VB,<NN><TO><VB>
pulling,pulling vbg,VBG,<VBG>
pump,pump nn,NN,<NN>
pump assigned,pump nn assigned vbd,NN VBD,<NN><VBD>
pump checked,pump nn checked vbd,NN VBD,<NN><VBD>
pump deisolated,pump nn deisolated vbd,NN VBD,<NN><VBD>
pump disconnected,pump nn disconnected vbd,NN VBD,<NN><VBD>
pump found,pump nn found vbd,NN VBD,<NN><VBD>
pump have,pump nns have vbp,NNS VBP,<NNS><VBP>
pump isolated,pump nn isolated vbd,NN VBD,<NN><VBD>
pump on investigation,pump nn on in_pos investigation nn,NN IN NN,<NN><IN><NN>
pump on mud,pump nn on in_pos mud nn,NN IN NN,<NN><IN><NN>
pump performed,pump nn performed vbd,NN VBD,<NN><VBD>
pump ran,pump nn ran vbd,NN VBD,<NN><VBD>
pump removed,pump nn removed vbd,NN VBD,<NN><VBD>
pump repaired,pump nn repaired vbd,NN VBD,<NN><VBD>
pump stroke,pump nn stroke nn,NN NN,<NN><NN>
pump to check,pump nn to to_pos check vb,NN TO VB,<NN><TO><VB>
pump to heat,pump nn to to_pos heat vb,NN TO VB,<NN><TO><VB>
pump to perform,pump nn to to_pos perform vb,NN TO VB,<NN><TO><VB>
pump to strocks,pump nn to to_pos strocks vb,NN TO VB,<NN><TO><VB>
pump to test,pump nn to to_pos test vb,NN TO VB,<NN><TO><VB>
pump was,pump nn was vbd,NN VBD,<NN><VBD>
pump went,pump nn went vbd,NN VBD,<NN><VBD>
pumpd have,pumpd nns have vbp,NNS VBP,<NNS><VBP>
pumped,pumped nn,NN,<NN>
pumping,pumping vbg,VBG,<VBG>
pumps are,pumps nns are vbp,NNS VBP,<NNS><VBP>
pumps derric,pumps nns derric nn,NNS NN,<NNS><NN>
pumps do,pumps nns do vbp,NNS VBP,<NNS><VBP>
pumps due,pumps nns due jj,NNS JJ,<NNS><JJ>
pumps had,pumps nns had vbd,NNS VBD,<NNS><VBD>
pumps have,pumps nns have vbp,NNS VBP,<NNS><VBP>
pumps main,pumps nns main jj,NNS JJ,<NNS><JJ>
pumps mud,pumps nns mud nn,NNS NN,<NNS><NN>
pumps psi,pumps nns psi nns,NNS NNS,<NNS><NNS>
pumps run,pumps nns run vbp,NNS VBP,<NNS><VBP>
pumps turned,pumps nns turned vbd,NNS VBD,<NNS><VBD>
pumps verified,pumps nns verified vbd,NNS VBD,<NNS><VBD>
pumps were,pumps nns were vbd,NNS VBD,<NNS><VBD>
purpose attached,purpose nn attached vbd,NN VBD,<NN><VBD>
push,push nn,NN,<NN>
pushbuttons were,pushbuttons nns were vbd,NNS VBD,<NNS><VBD>
put,put nn,NN,<NN>
putensured,putensured vbn,VBN,<VBN>
qty,qty nn,NN,<NN>
qty requested,qty nn requested vbd,NN VBD,<NN><VBD>
quick,quick nn,NN,<NN>
quotation for vibration,quotation nn for in_pos vibration nn,NN IN NN,<NN><IN><NN>
quotation from traume,quotation nn from in_pos traume nn,NN IN NN,<NN><IN><NN>
quote attached,quote nn attached vbd,NN VBD,<NN><VBD>
quote in attachment,quote nn in in_pos attachment nn,NN IN NN,<NN><IN><NN>
quote recieved,quote nn recieved vbd,NN VBD,<NN><VBD>
r temp,r nn temp nn,NN NN,<NN><NN>
raised,raised vbn,VBN,<VBN>
ran,ran nn,NN,<NN>
rattling,rattling vbg,VBG,<VBG>
re installed,re nn installed vbd,NN VBD,<NN><VBD>
reached,reached vbn,VBN,<VBN>
read,read nn,NN,<NN>
readable,readable jj,JJ,<JJ>
reading,reading nn,NN,<NN>
reading for b,reading nn for in_pos b nn,NN IN NN,<NN><IN><NN>
reading for mp,reading vbg for in_pos mp nn,VBG IN NN,<VBG><IN><NN>
reading of motor,reading nn of in_pos motor nn,NN IN NN,<NN><IN><NN>
reading to confirm,reading vbg to to_pos confirm vb,VBG TO VB,<VBG><TO><VB>
reading was,reading nn was vbd,NN VBD,<NN><VBD>
reading were,reading nn were vbd,NN VBD,<NN><VBD>
readings are,readings nns are vbp,NNS VBP,<NNS><VBP>
readings attached,readings nns attached vbd,NNS VBD,<NNS><VBD>
readings come,readings nns come vbp,NNS VBP,<NNS><VBP>
readings confirmed,readings nns confirmed vbd,NNS VBD,<NNS><VBD>
readings have,readings nns have vbp,NNS VBP,<NNS><VBP>
readings motor,readings nns motor nn,NNS NN,<NNS><NN>
readings provided,readings nns provided vbd,NNS VBD,<NNS><VBD>
readings recorded,readings nns recorded vbd,NNS VBD,<NNS><VBD>
readings reinstalled,readings nns reinstalled vbd,NNS VBD,<NNS><VBD>
readings send,readings nns send vbp,NNS VBP,<NNS><VBP>
readings take,readings nns take vbp,NNS VBP,<NNS><VBP>
readings was,readings nns was vbd,NNS VBD,<NNS><VBD>
readings were,readings nns were vbd,NNS VBD,<NNS><VBD>
ready,ready jj,JJ,<JJ>
really loose,really rb loose jj,RB JJ,<RB><JJ>
reasonably clean,reasonably rb clean jj,RB JJ,<RB><JJ>
reassembling,reassembling vbg,VBG,<VBG>
rebuilt,rebuilt nn,NN,<NN>
received,received vbn,VBN,<VBN>
recent,recent jj,JJ,<JJ>
recently changed,recently rb changed vbn,RB VBN,<RB><VBN>
recently replaced,recently rb replaced vbd,RB VBD,<RB><VBD>
recevid,recevid nn,NN,<NN>
recevied,recevied vbn,VBN,<VBN>
recieved,recieved vbn,VBN,<VBN>
recommendation installed,recommendation nn installed vbd,NN VBD,<NN><VBD>
recommendation traume,recommendation nn traume nn,NN NN,<NN><NN>
recommendations confirmed,recommendations nns confirmed vbd,NNS VBD,<NNS><VBD>
recommendations make,recommendations nns make vbp,NNS VBP,<NNS><VBP>
recommendations third,recommendations nns third vbp,NNS VBP,<NNS><VBP>
recommendations yes,recommendations nns yes nns,NNS NNS,<NNS><NNS>
reconnected,reconnected vbn,VBN,<VBN>
reconnecting,reconnecting vbg,VBG,<VBG>
record,record nn,NN,<NN>
record checked,record nn checked vbd,NN VBD,<NN><VBD>
recorded,recorded vbn,VBN,<VBN>
recording,recording vbg,VBG,<VBG>
records june,records nns june nn,NNS NN,<NNS><NN>
records march,records nns march nn,NNS NN,<NNS><NN>
recored,recored vbn,VBN,<VBN>
rectified,rectified vbn,VBN,<VBN>
reduced,reduced vbn,VBN,<VBN>
reel removed,reel nn removed vbd,NN VBD,<NN><VBD>
refer to attached,refer nn to to_pos attached vb,NN TO VB,<NN><TO><VB>
refer to oem,refer nn to to_pos oem vb,NN TO VB,<NN><TO><VB>
refer to rms,refer nn to to_pos rms vb,NN TO VB,<NN><TO><VB>
refered,refered vbn,VBN,<VBN>
referred,referred vbn,VBN,<VBN>
reflecting,reflecting vbg,VBG,<VBG>
refur to mudpump,refur nn to to_pos mudpump vb,NN TO VB,<NN><TO><VB>
regards khant,regards nns khant nn,NNS NN,<NNS><NN>
reinstalled,reinstalled vbn,VBN,<VBN>
reisolated,reisolated vbn,VBN,<VBN>
related,related jj,JJ,<JJ>
relay make,relay nns make vbp,NNS VBP,<NNS><VBP>
released,released vbn,VBN,<VBN>
relevant,relevant nn,NN,<NN>
remaining,remaining vbg,VBG,<VBG>
remegged,remegged vbn,VBN,<VBN>
remote,remote nn,NN,<NN>
remote s,remote nn s nn,NN NN,<NN><NN>
remote stop,remote jj stop nn,JJ NN,<JJ><NN>
remove,remove vb,VB,<VB>
removed,removed vbn,VBN,<VBN>
removing,removing vbg,VBG,<VBG>
repainting,repainting vbg,VBG,<VBG>
repair return,repair nn return nn,NN NN,<NN><NN>
repaired,repaired vbn,VBN,<VBN>
repairs create,repairs nns create vbp,NNS VBP,<NNS><VBP>
repairs were,repairs nns were vbd,NNS VBD,<NNS><VBD>
repalced,repalced vbn,VBN,<VBN>
replacable,replacable jj,JJ,<JJ>
replaced,replaced vbn,VBN,<VBN>
replacement made,replacement nn made vbd,NN VBD,<NN><VBD>
replacement on jan,replacement nn on in_pos jan nn,NN IN NN,<NN><IN><NN>
replacement on july,replacement nn on in_pos july nn,NN IN NN,<NN><IN><NN>
replacement on june,replacement nn on in_pos june nn,NN IN NN,<NN><IN><NN>
replacing,replacing vbg,VBG,<VBG>
report attached,report nn attached vbd,NN VBD,<NN><VBD>
report for vibration,report nn for in_pos vibration nn,NN IN NN,<NN><IN><NN>
report opened,report nn opened vbd,NN VBD,<NN><VBD>
reported,reported vbd,VBD,<VBD>
reports confirmed,reports nns confirmed vbd,NNS VBD,<NNS><VBD>
repositioned,repositioned vbn,VBN,<VBN>
reqrental,reqrental nn,NN,<NN>
request,request nn,NN,<NN>
requested,requested vbn,VBN,<VBN>
required,required vbn,VBN,<VBN>
requirement for ex,requirement nn for in_pos ex nn,NN IN NN,<NN><IN><NN>
requirements ac,requirements nns ac vbp,NNS VBP,<NNS><VBP>
requirements isolated,requirements nns isolated vbd,NNS VBD,<NNS><VBD>
requirements n,requirements nns n vbp,NNS VBP,<NNS><VBP>
requirements refer,requirements nns refer vbp,NNS VBP,<NNS><VBP>
requirements referred,requirements nns referred vbd,NNS VBD,<NNS><VBD>
requirements remote,requirements nns remote vbp,NNS VBP,<NNS><VBP>
requirementschecks ok,requirementschecks nns ok vbp,NNS VBP,<NNS><VBP>
requiring,requiring vbg,VBG,<VBG>
requirments confirm,requirments nns confirm vbp,NNS VBP,<NNS><VBP>
rescheduled,rescheduled vbn,VBN,<VBN>
reset,reset nn,NN,<NN>
resistance after rig,resistance nn after in_pos rig nn,NN IN NN,<NN><IN><NN>
resistance blower,resistance nn blower nn,NN NN,<NN><NN>
resistance was,resistance nn was vbd,NN VBD,<NN><VBD>
respective,respective nn,NN,<NN>
restored,restored vbn,VBN,<VBN>
results checked,results nns checked vbd,NNS VBD,<NNS><VBD>
results have,results nns have vbp,NNS VBP,<NNS><VBP>
results megged,results nns megged vbd,NNS VBD,<NNS><VBD>
results motor,results nns motor nn,NNS NN,<NNS><NN>
results noted,results nns noted vbd,NNS VBD,<NNS><VBD>
results performed,results nns performed vbd,NNS VBD,<NNS><VBD>
results recorded,results nns recorded vbd,NNS VBD,<NNS><VBD>
results yellow,results nns yellow vbp,NNS VBP,<NNS><VBP>
retaped,retaped nn,NN,<NN>
retested,retested vbn,VBN,<VBN>
return from overhaul,return nn from in_pos overhaul nn,NN IN NN,<NN><IN><NN>
returned,returned vbn,VBN,<VBN>
returning,returning vbg,VBG,<VBG>
reviewed,reviewed vbn,VBN,<VBN>
reviewing,reviewing vbg,VBG,<VBG>
revised,revised vbn,VBN,<VBN>
rig,rig nn,NN,<NN>
rig up,rig nn up rp,NN RP,<NN><RP>
rigged,rigged vbn,VBN,<VBN>
ring,ring nn,NN,<NN>
rla was,rla nn was vbd,NN VBD,<NN><VBD>
rms bulletin,rms nns bulletin nn,NNS NN,<NNS><NN>
rms confirmed,rms nns confirmed vbd,NNS VBD,<NNS><VBD>
rms crane,rms nns crane vbp,NNS VBP,<NNS><VBP>
rms dgp,rms nns dgp vbp,NNS VBP,<NNS><VBP>
rms make,rms nns make vbp,NNS VBP,<NNS><VBP>
rms n,rms nns n vbp,NNS VBP,<NNS><VBP>
rms procedure,rms nns procedure nn,NNS NN,<NNS><NN>
rms sense,rms nns sense nn,NNS NN,<NNS><NN>
