phrases,tagged_phrases,phrases_for_model,phrases_for_model_index,predicted_class,predicted_class_probabilities,indicator_of_score
operation,operation nn,"['operation', 'nn']","[173, 4373]",2,"[0.023394257, 0.25942022, 0.6300975]",0
operational,operational jj,"['operational', 'jj']","[754, 4378]",2,"[0.020673245, 0.08434805, 0.90447587]",0
operations,operations nns,"['operations', 'nns']","[200, 4376]",1,"[0.05778867, 0.3932618, 0.21806812]",0
operaton,operaton nn,"['operaton', 'nn']","[3318, 4373]",2,"[0.030013502, 0.050064206, 0.918557]",0
oporation,oporation nn,"['oporation', 'nn']","[4228, 4373]",2,"[0.029926568, 0.051597595, 0.9184722]",0
opportunities,opportunities nns,"['opportunities', 'nns']","[2493, 4376]",2,"[0.044355005, 0.04372841, 0.8385207]",0
opportunity,opportunity nn,"['opportunity', 'nn']","[2838, 4373]",2,"[0.034254402, 0.047777534, 0.91009057]",0
oppurtunity,oppurtunity nn,"['oppurtunity', 'nn']","[2099, 4373]",2,"[0.02320841, 0.062269688, 0.929204]",0
ops,ops nns,"['ops', 'nns']","[1344, 4376]",2,"[0.04398027, 0.046702594, 0.8382386]",0
opted,opted vbn,"['opted', 'vbn']","[4021, 4372]",2,"[0.37341183, 0.04934308, 0.46768713]",0
option,option nn,"['option', 'nn']","[2230, 4373]",2,"[0.021050781, 0.06330192, 0.93265885]",0
options,options nns,"['options', 'nns']","[3096, 4376]",2,"[0.046535164, 0.02789241, 0.83716273]",0
orange,orange nn,"['orange', 'nn']","[1976, 4373]",2,"[0.022202939, 0.061371118, 0.9313985]",0
order,order nn,"['order', 'nn']","[196, 4373]",2,"[0.016177207, 0.25081584, 0.68836]",0
ordered,ordered vbn,"['ordered', 'vbn']","[372, 4372]",2,"[0.17529172, 0.29507697, 0.3974781]",0
ordering,ordering vbg,"['ordering', 'vbg']","[1921, 4388]",2,"[0.017885596, 0.05602163, 0.9229224]",0
ordinary,ordinary jj,"['ordinary', 'jj']","[3787, 4378]",2,"[0.07931945, 0.024206996, 0.8114069]",0
oring,oring vbg,"['oring', 'vbg']","[398, 4388]",2,"[0.0005234182, 0.41831905, 0.6139273]",0
orings,orings nns,"['orings', 'nns']","[1095, 4376]",2,"[0.041706055, 0.052521706, 0.8303709]",0
orscouring,orscouring vbg,"['orscouring', 'vbg']","[2845, 4388]",2,"[0.01296851, 0.028763264, 0.96669626]",0
other,other jj,"['other', 'jj']","[273, 4378]",2,"[0.028700948, 0.1299187, 0.76452667]",0
oulet,oulet nn,"['oulet', 'nn']","[4322, 4373]",2,"[0.038320094, 0.040320367, 0.9028729]",0
out,out in_pos,"['out', 'in_pos']","[19, 4374]",1,"[0.054366916, 0.9770595, 0.006710708]",0
out neg mud,out in_pos neg rb mud nn,"['out', 'in_pos', 'neg', 'rb', 'mud', 'nn']","[19, 4374, 1108, 4371, 13, 4373]",0,"[0.9302597, 0.068178326, 0.0027208328]",0
out of alarm,out in_pos of in_pos alarm nn,"['out', 'in_pos', 'of', 'in_pos', 'alarm', 'nn']","[19, 4374, 8, 4374, 708, 4373]",2,"[3.2748965e-05, 0.005828887, 0.9970561]",1
out of bladder,out in_pos of in_pos bladder nn,"['out', 'in_pos', 'of', 'in_pos', 'bladder', 'nn']","[19, 4374, 8, 4374, 339, 4373]",2,"[5.8142203e-05, 0.004789263, 0.99699986]",1
out of certification,out in_pos of in_pos certification nn,"['out', 'in_pos', 'of', 'in_pos', 'certification', 'nn']","[19, 4374, 8, 4374, 1278, 4373]",2,"[3.2887896e-05, 0.008664906, 0.9956335]",1
out of moduleafter,out in_pos of in_pos moduleafter nn,"['out', 'in_pos', 'of', 'in_pos', 'moduleafter', 'nn']","[19, 4374, 8, 4374, 2689, 4373]",2,"[0.0018139184, 0.040335715, 0.9103426]",0
out of service,out in_pos of in_pos service nn,"['out', 'in_pos', 'of', 'in_pos', 'service', 'nn']","[19, 4374, 8, 4374, 66, 4373]",2,"[0.00089389086, 0.010924339, 0.98420477]",0
out of sf,out in_pos of in_pos sf nn,"['out', 'in_pos', 'of', 'in_pos', 'sf', 'nn']","[19, 4374, 8, 4374, 3303, 4373]",2,"[0.006142199, 0.063384056, 0.7551856]",0
out of spec,out in_pos of in_pos spec nn,"['out', 'in_pos', 'of', 'in_pos', 'spec', 'nn']","[19, 4374, 8, 4374, 826, 4373]",2,"[3.1897573e-05, 0.0067789257, 0.99662566]",1
out of storage,out in_pos of in_pos storage nn,"['out', 'in_pos', 'of', 'in_pos', 'storage', 'nn']","[19, 4374, 8, 4374, 1029, 4373]",2,"[3.0128846e-05, 0.008350611, 0.9959837]",1
out of store,out in_pos of in_pos store nn,"['out', 'in_pos', 'of', 'in_pos', 'store', 'nn']","[19, 4374, 8, 4374, 927, 4373]",2,"[3.0562038e-05, 0.0074267685, 0.99638754]",1
out of tension,out in_pos of in_pos tension nn,"['out', 'in_pos', 'of', 'in_pos', 'tension', 'nn']","[19, 4374, 8, 4374, 199, 4373]",2,"[0.00021740794, 0.0052324235, 0.9945166]",1
out of town,out in_pos of in_pos town nn,"['out', 'in_pos', 'of', 'in_pos', 'town', 'nn']","[19, 4374, 8, 4374, 1495, 4373]",2,"[6.162589e-05, 0.012741566, 0.9915376]",1
out of vavlve,out in_pos of in_pos vavlve nn,"['out', 'in_pos', 'of', 'in_pos', 'vavlve', 'nn']","[19, 4374, 8, 4374, 4288, 4373]",2,"[0.0019627213, 0.042865932, 0.9031203]",0
out of warehouse,out in_pos of in_pos warehouse nn,"['out', 'in_pos', 'of', 'in_pos', 'warehouse', 'nn']","[19, 4374, 8, 4374, 375, 4373]",2,"[5.9890313e-05, 0.0045574307, 0.99708724]",1
out of way,out in_pos of in_pos way nn,"['out', 'in_pos', 'of', 'in_pos', 'way', 'nn']","[19, 4374, 8, 4374, 904, 4373]",2,"[3.0180812e-05, 0.0067035556, 0.9967048]",1
out of whse,out in_pos of in_pos whse nn,"['out', 'in_pos', 'of', 'in_pos', 'whse', 'nn']","[19, 4374, 8, 4374, 1220, 4373]",2,"[3.1195803e-05, 0.00822863, 0.99596715]",1
out psi pulsation,out in_pos psi jj pulsation nn,"['out', 'in_pos', 'psi', 'jj', 'pulsation', 'nn']","[19, 4374, 15, 4378, 130, 4373]",0,"[0.9990954, 0.0014346242, 0.00018551946]",1
outchecked,outchecked vbn,"['outchecked', 'vbn']","[2104, 4372]",2,"[0.33130416, 0.06375158, 0.50956315]",0
outer,outer nn,"['outer', 'nn']","[2545, 4373]",2,"[0.018668145, 0.066676706, 0.9366916]",0
outlet,outlet nn,"['outlet', 'nn']","[663, 4373]",2,"[0.008317322, 0.053066134, 0.94835377]",0
outlined,outlined vbn,"['outlined', 'vbn']","[3049, 4372]",2,"[0.38025066, 0.032875896, 0.48959842]",0
outno,outno nn,"['outno', 'nn']","[4225, 4373]",2,"[0.039709598, 0.039840937, 0.8996323]",0
output,output nn,"['output', 'nn']","[1692, 4373]",2,"[0.01486063, 0.076796144, 0.9361291]",0
outrunning,outrunning vbg,"['outrunning', 'vbg']","[2834, 4388]",2,"[0.014377177, 0.03282079, 0.9607605]",0
outs,outs nns,"['outs', 'nns']","[591, 4376]",2,"[0.038016945, 0.0957748, 0.723721]",0
outs changed,outs nns changed vbd,"['outs', 'nns', 'changed', 'vbd']","[591, 4376, 55, 4380]",1,"[0.0030350387, 0.67781407, 0.29856157]",0
outs ctr,outs nns ctr nn,"['outs', 'nns', 'ctr', 'nn']","[591, 4376, 1449, 4373]",2,"[0.20861402, 0.051546454, 0.72450256]",0
outs install,outs nns install nn,"['outs', 'nns', 'install', 'nn']","[591, 4376, 369, 4373]",2,"[0.3074872, 0.069987744, 0.5713703]",0
outs l,outs nns l nn,"['outs', 'nns', 'l', 'nn']","[591, 4376, 366, 4373]",2,"[0.126778, 0.012750119, 0.9171065]",0
outside,outside in_pos,"['outside', 'in_pos']","[1383, 4374]",2,"[0.04553613, 0.4281621, 0.6579142]",0
outside of suction,outside in_pos of in_pos suction nn,"['outside', 'in_pos', 'of', 'in_pos', 'suction', 'nn']","[1383, 4374, 8, 4374, 50, 4373]",2,"[0.00016218424, 0.0013311803, 0.99801815]",1
overall,overall jj,"['overall', 'jj']","[1647, 4378]",2,"[0.026736587, 0.068112224, 0.9156816]",0
overdue,overdue jj,"['overdue', 'jj']","[877, 4378]",2,"[0.018706024, 0.07984978, 0.92047393]",0
overhauled,overhauled vbn,"['overhauled', 'vbn']","[1715, 4372]",2,"[0.33186013, 0.06852463, 0.5035596]",0
overheat,overheat nn,"['overheat', 'nn']","[2607, 4373]",2,"[0.04865712, 0.032954305, 0.88220507]",0
overheating,overheating vbg,"['overheating', 'vbg']","[1694, 4388]",2,"[0.017791629, 0.05452904, 0.9258083]",0
overload,overload nn,"['overload', 'nn']","[1685, 4373]",2,"[0.01766193, 0.06958714, 0.9368483]",0
own,own jj,"['own', 'jj']","[1891, 4378]",2,"[0.039692342, 0.04787731, 0.8909849]",0
p,p nn,"['p', 'nn']","[264, 4373]",2,"[0.0014989972, 0.1032908, 0.91713]",0
pa,pa nn,"['pa', 'nn']","[295, 4373]",2,"[0.007281393, 0.15873677, 0.8485005]",0
pack,pack nn,"['pack', 'nn']","[2653, 4373]",2,"[0.04575464, 0.03507802, 0.8864273]",0
packaged,packaged vbn,"['packaged', 'vbn']","[3155, 4372]",2,"[0.3609467, 0.05290675, 0.48099914]",0
packed,packed nns,"['packed', 'nns']","[1754, 4376]",2,"[0.04928434, 0.04339838, 0.82337135]",0
packer,packer nn,"['packer', 'nn']","[3199, 4373]",2,"[0.034802288, 0.04475659, 0.9102074]",0
packing,packing vbg,"['packing', 'vbg']","[290, 4388]",2,"[0.0010178983, 0.47372666, 0.507488]",0
packinggreased,packinggreased vbn,"['packinggreased', 'vbn']","[2000, 4372]",2,"[0.33199194, 0.06520519, 0.50550824]",0
packings,packings nns,"['packings', 'nns']","[2999, 4376]",2,"[0.045652777, 0.031870693, 0.8398565]",0
packs,packs nns,"['packs', 'nns']","[2028, 4376]",2,"[0.04411283, 0.04554856, 0.83815634]",0
pact,pact nn,"['pact', 'nn']","[764, 4373]",2,"[0.008661628, 0.061558723, 0.9480417]",0
pad,pad nn,"['pad', 'nn']","[2619, 4373]",2,"[0.050059617, 0.03291601, 0.8783195]",0
pads,pads nns,"['pads', 'nns']","[1977, 4376]",2,"[0.04414162, 0.046144158, 0.8377948]",0
page,page nn,"['page', 'nn']","[1929, 4373]",2,"[0.01293242, 0.077067286, 0.93840826]",0
pail,pail nn,"['pail', 'nn']","[1472, 4373]",2,"[0.01476571, 0.07731059, 0.9361192]",0
paint,paint nn,"['paint', 'nn']","[1141, 4373]",2,"[0.011030972, 0.07365441, 0.9412768]",0
painted,painted vbn,"['painted', 'vbn']","[2119, 4372]",2,"[0.34674805, 0.05958563, 0.49245095]",0
painting,painting nn,"['painting', 'nn']","[2085, 4373]",2,"[0.021786332, 0.062256366, 0.9320488]",0
paints,paints nns,"['paints', 'nns']","[2055, 4376]",2,"[0.043774664, 0.038029313, 0.84392464]",0
pan,pan nn,"['pan', 'nn']","[1900, 4373]",2,"[0.015011579, 0.07695684, 0.9360931]",0
panel,panel nn,"['panel', 'nn']","[1529, 4373]",2,"[0.011991322, 0.07962614, 0.9375771]",0
panels,panels nns,"['panels', 'nns']","[3907, 4376]",2,"[0.044193715, 0.034064293, 0.8416332]",0
paper,paper nn,"['paper', 'nn']","[2083, 4373]",2,"[0.022034556, 0.062413007, 0.9310413]",0
paperwork,paperwork nn,"['paperwork', 'nn']","[966, 4373]",2,"[0.009459496, 0.066691995, 0.94560075]",0
par,par nn,"['par', 'nn']","[1586, 4373]",2,"[0.012190402, 0.069137454, 0.94300747]",0
parameters,parameters nns,"['parameters', 'nns']","[2521, 4376]",2,"[0.043415368, 0.044126242, 0.84274197]",0
parbak,parbak nn,"['parbak', 'nn']","[1584, 4373]",2,"[0.008260101, 0.07132268, 0.94540775]",0
parkway,parkway nn,"['parkway', 'nn']","[3417, 4373]",2,"[0.036887616, 0.04229349, 0.90588146]",0
pars,pars nns,"['pars', 'nns']","[2203, 4376]",2,"[0.045865178, 0.033641726, 0.8370563]",0
part,part nn,"['part', 'nn']","[142, 4373]",2,"[0.00078988075, 0.29428804, 0.7689433]",0
partial,partial jj,"['partial', 'jj']","[1903, 4378]",2,"[0.04306233, 0.043579638, 0.88342]",0
partially done,partially rb done vbn,"['partially', 'rb', 'done', 'vbn']","[2492, 4371, 112, 4372]",0,"[0.97923934, 0.008523822, 0.0012262762]",0
partical,partical jj,"['partical', 'jj']","[2042, 4378]",2,"[0.055433482, 0.034158856, 0.85645723]",0
particals,particals nns,"['particals', 'nns']","[1693, 4376]",2,"[0.045677274, 0.038541198, 0.83823234]",0
particle,particle nn,"['particle', 'nn']","[1351, 4373]",2,"[0.014204264, 0.07340175, 0.93861234]",0
particles,particles nns,"['particles', 'nns']","[1210, 4376]",2,"[0.0454866, 0.04669282, 0.8342111]",0
parts,parts nns,"['parts', 'nns']","[41, 4376]",1,"[2.2634109e-05, 0.9775735, 0.01846224]",0
party,party nn,"['party', 'nn']","[1127, 4373]",2,"[0.011922002, 0.07621086, 0.9393804]",0
parvinder,parvinder nn,"['parvinder', 'nn']","[3005, 4373]",2,"[0.03570029, 0.04410705, 0.90786743]",0
pass,pass nn,"['pass', 'nn']","[1082, 4373]",2,"[0.011482954, 0.074150234, 0.9407141]",0
passages,passages nns,"['passages', 'nns']","[2410, 4376]",2,"[0.045119196, 0.042634428, 0.83953154]",0
passed,passed vbn,"['passed', 'vbn']","[1012, 4372]",2,"[0.23994973, 0.14772394, 0.5403622]",0
passing,passing nn,"['passing', 'nn']","[1475, 4373]",2,"[0.01599738, 0.07257256, 0.9372525]",0
pasted,pasted vbn,"['pasted', 'vbn']","[2831, 4372]",2,"[0.36041072, 0.05374363, 0.4813974]",0
pat,pat nn,"['pat', 'nn']","[1796, 4373]",2,"[0.021536678, 0.062990725, 0.93237174]",0
pat patcharaporn,pat nn patcharaporn nn,"['pat', 'nn', 'patcharaporn', 'nn']","[1796, 4373, 1171, 4373]",0,"[0.808463, 0.010908276, 0.114049435]",0
patcharaporn,patcharaporn nn,"['patcharaporn', 'nn']","[1171, 4373]",2,"[0.011720419, 0.07852408, 0.9387503]",0
patcharapornpatwongdeepwatercom,patcharapornpatwongdeepwatercom nn,"['patcharapornpatwongdeepwatercom', 'nn']","[2168, 4373]",2,"[0.021569848, 0.06613031, 0.9313326]",0
patriots,patriots nns,"['patriots', 'nns']","[3644, 4376]",2,"[0.04295847, 0.031473994, 0.84850913]",0
pats,pats nns,"['pats', 'nns']","[4316, 4376]",2,"[0.043468565, 0.030272543, 0.84550774]",0
pattern,pattern nn,"['pattern', 'nn']","[761, 4373]",2,"[0.009597272, 0.06218338, 0.9447566]",0
patterns,patterns nns,"['patterns', 'nns']","[1320, 4376]",2,"[0.050626487, 0.047105134, 0.8157636]",0
patwong,patwong nn,"['patwong', 'nn']","[1170, 4373]",2,"[0.012274027, 0.082294166, 0.9358786]",0
paul,paul nn,"['paul', 'nn']","[2457, 4373]",2,"[0.03535655, 0.043864876, 0.90861845]",0
pbs,pbs nn,"['pbs', 'nn']","[2344, 4373]",2,"[0.02563864, 0.057574183, 0.92570025]",0
pedestal,pedestal nn,"['pedestal', 'nn']","[3576, 4373]",2,"[0.028959364, 0.05297774, 0.9194286]",0
pedro,pedro nn,"['pedro', 'nn']","[1980, 4373]",2,"[0.025090158, 0.05835429, 0.927257]",0
pee,pee nn,"['pee', 'nn']","[4300, 4373]",2,"[0.03460574, 0.043003976, 0.9111951]",0
pencil,pencil nn,"['pencil', 'nn']","[1983, 4373]",2,"[0.022038996, 0.0598481, 0.93223274]",0
pending,pending vbg,"['pending', 'vbg']","[2684, 4388]",2,"[0.013540447, 0.03432992, 0.9592035]",0
penetrant,penetrant nn,"['penetrant', 'nn']","[2870, 4373]",2,"[0.03231454, 0.048899382, 0.9137236]",0
people,people nns,"['people', 'nns']","[2219, 4376]",2,"[0.04172799, 0.04350573, 0.8483839]",0
pequip,pequip nn,"['pequip', 'nn']","[2833, 4373]",2,"[0.029554069, 0.050417215, 0.91884553]",0
per,per in_pos,"['per', 'in_pos']","[89, 4374]",1,"[0.07282409, 0.96295375, 0.011939555]",0
per attached warranty,per in_pos attached vbn warranty nn,"['per', 'in_pos', 'attached', 'vbn', 'warranty', 'nn']","[89, 4374, 121, 4372, 1432, 4373]",0,"[0.4383429, 0.1795359, 0.10990897]",0
per attched procedure,per in_pos attched vbn procedure nn,"['per', 'in_pos', 'attched', 'vbn', 'procedure', 'nn']","[89, 4374, 3473, 4372, 328, 4373]",0,"[0.9924034, 0.001011014, 0.0010533035]",1
per below l,per in_pos below in_pos l nn,"['per', 'in_pos', 'below', 'in_pos', 'l', 'nn']","[89, 4374, 118, 4374, 366, 4373]",2,"[0.00033980608, 0.0232113, 0.9744921]",0
per below see,per in_pos below in_pos see nn,"['per', 'in_pos', 'below', 'in_pos', 'see', 'nn']","[89, 4374, 118, 4374, 168, 4373]",2,"[0.00047543645, 0.11028573, 0.8887738]",0
per first tag,per in_pos first jj tag nn,"['per', 'in_pos', 'first', 'jj', 'tag', 'nn']","[89, 4374, 1184, 4378, 1021, 4373]",0,"[0.98773795, 0.004868716, 0.008307576]",0
per normal mud,per in_pos normal jj mud nn,"['per', 'in_pos', 'normal', 'jj', 'mud', 'nn']","[89, 4374, 315, 4378, 13, 4373]",0,"[0.98728377, 0.003416717, 0.008396208]",0
per normal operation,per in_pos normal jj operation nn,"['per', 'in_pos', 'normal', 'jj', 'operation', 'nn']","[89, 4374, 315, 4378, 173, 4373]",0,"[0.9939936, 0.0012049973, 0.0076894164]",1
per nov procedure,per in_pos nov jj procedure nn,"['per', 'in_pos', 'nov', 'jj', 'procedure', 'nn']","[89, 4374, 141, 4378, 328, 4373]",0,"[0.98956114, 0.0036767423, 0.008109659]",0
per oem procedure,per in_pos oem jj procedure nn,"['per', 'in_pos', 'oem', 'jj', 'procedure', 'nn']","[89, 4374, 703, 4378, 328, 4373]",0,"[0.9784466, 0.0041493773, 0.016005278]",0
per old sensor,per in_pos old jj sensor nn,"['per', 'in_pos', 'old', 'jj', 'sensor', 'nn']","[89, 4374, 382, 4378, 812, 4373]",0,"[0.99227047, 0.000998795, 0.012782276]",1
perfomed,perfomed vbn,"['perfomed', 'vbn']","[1206, 4372]",2,"[0.19230828, 0.151357, 0.6153089]",0
perform,perform nn,"['perform', 'nn']","[247, 4373]",2,"[0.036252975, 0.22269884, 0.5921127]",0
performed,performed vbn,"['performed', 'vbn']","[115, 4372]",0,"[0.6100312, 0.5045498, 0.0077090263]",0
performing,performing vbg,"['performing', 'vbg']","[785, 4388]",2,"[0.010474801, 0.14560348, 0.8290013]",0
perfromed,perfromed vbn,"['perfromed', 'vbn']","[4235, 4372]",2,"[0.40913773, 0.027888566, 0.45689377]",0
period,period nn,"['period', 'nn']","[1104, 4373]",2,"[0.010230422, 0.07167512, 0.9425226]",0
perished,perished vbn,"['perished', 'vbn']","[3033, 4372]",2,"[0.422131, 0.02101022, 0.45366228]",0
perlude,perlude nn,"['perlude', 'nn']","[4155, 4373]",2,"[0.031957775, 0.049950898, 0.9141765]",0
permatex,permatex nn,"['permatex', 'nn']","[2197, 4373]",2,"[0.028616786, 0.053616107, 0.9206207]",0
permission,permission nn,"['permission', 'nn']","[1524, 4373]",2,"[0.012374252, 0.08046341, 0.9370682]",0
permit,permit nn,"['permit', 'nn']","[892, 4373]",2,"[0.010590881, 0.07274714, 0.9424138]",0
permits,permits nns,"['permits', 'nns']","[1361, 4376]",2,"[0.047952652, 0.047554404, 0.8257414]",0
permitted,permitted vbn,"['permitted', 'vbn']","[2037, 4372]",2,"[0.33802223, 0.057273567, 0.503599]",0
person,person nn,"['person', 'nn']","[3656, 4373]",2,"[0.029804766, 0.053177536, 0.9178004]",0
personnel,personnel nns,"['personnel', 'nns']","[1352, 4376]",2,"[0.047939926, 0.048276335, 0.82469547]",0
pertaining,pertaining vbg,"['pertaining', 'vbg']","[1950, 4388]",2,"[0.01655811, 0.06335536, 0.9134799]",0
pessanha,pessanha nn,"['pessanha', 'nn']","[3390, 4373]",2,"[0.041055232, 0.039735883, 0.89676803]",0
peter,peter nn,"['peter', 'nn']","[2993, 4373]",2,"[0.04870552, 0.032767028, 0.8824965]",0
petrobras,petrobras nns,"['petrobras', 'nns']","[1430, 4376]",2,"[0.046955198, 0.048196703, 0.8278457]",0
petrus,petrus nn,"['petrus', 'nn']","[2606, 4373]",2,"[0.031142652, 0.050274342, 0.9159633]",0
phase,phase nn,"['phase', 'nn']","[1039, 4373]",2,"[0.010442346, 0.07402116, 0.9412395]",0
phaseback,phaseback nn,"['phaseback', 'nn']","[2465, 4373]",2,"[0.023810804, 0.061106592, 0.9291009]",0
phased,phased vbd,"['phased', 'vbd']","[2467, 4380]",2,"[0.014848292, 0.08999279, 0.92384565]",0
phillips,phillips nns,"['phillips', 'nns']","[2245, 4376]",2,"[0.04413739, 0.028321594, 0.8454172]",0
phone,phone nn,"['phone', 'nn']","[3412, 4373]",2,"[0.036340088, 0.042670578, 0.9081775]",0
photographs,photographs nn,"['photographs', 'nn']","[835, 4373]",2,"[0.010378242, 0.07138434, 0.94294274]",0
photographs saved,photographs nn saved vbd,"['photographs', 'nn', 'saved', 'vbd']","[835, 4373, 996, 4380]",2,"[0.0069926977, 0.04069811, 0.959889]",0
photos,photos nns,"['photos', 'nns']","[861, 4376]",2,"[0.04814604, 0.05283445, 0.80557495]",0
pi,pi nn,"['pi', 'nn']","[749, 4373]",2,"[0.009613365, 0.0626944, 0.9451939]",0
picked,picked nns,"['picked', 'nns']","[3038, 4376]",2,"[0.04218942, 0.033723712, 0.84985834]",0
pickups,pickups nns,"['pickups', 'nns']","[3547, 4376]",2,"[0.04299885, 0.031447083, 0.84451956]",0
pics,pics nns,"['pics', 'nns']","[1403, 4376]",2,"[0.04970953, 0.045375317, 0.8223994]",0
pictues,pictues nns,"['pictues', 'nns']","[3782, 4376]",2,"[0.043527633, 0.030114233, 0.84640574]",0
picture,picture nn,"['picture', 'nn']","[1883, 4373]",2,"[0.016662449, 0.07190856, 0.9369905]",0
pictures,pictures nns,"['pictures', 'nns']","[628, 4376]",2,"[0.047884494, 0.07612911, 0.7393389]",0
piece,piece nn,"['piece', 'nn']","[551, 4373]",2,"[0.009560198, 0.06451866, 0.9369594]",0
pieces,pieces nns,"['pieces', 'nns']","[2006, 4376]",2,"[0.044487387, 0.041823804, 0.8389761]",0
pierce,pierce nn,"['pierce', 'nn']","[3258, 4373]",2,"[0.06151259, 0.025981694, 0.86051214]",0
pill,pill nn,"['pill', 'nn']","[2390, 4373]",2,"[0.023643851, 0.058840483, 0.9299271]",0
pilot,pilot nn,"['pilot', 'nn']","[907, 4373]",2,"[0.009159058, 0.06058094, 0.94814324]",0
pin,pin nn,"['pin', 'nn']","[252, 4373]",2,"[0.024516523, 0.10787305, 0.7793969]",0
pinched,pinched vbn,"['pinched', 'vbn']","[4031, 4372]",2,"[0.35457847, 0.052352697, 0.49000382]",0
pinion,pinion nn,"['pinion', 'nn']","[223, 4373]",2,"[0.022356898, 0.02577594, 0.92147684]",0
pins,pins nns,"['pins', 'nns']","[417, 4376]",2,"[0.03931287, 0.084296525, 0.73492694]",0
pins locking,pins nns locking vbg,"['pins', 'nns', 'locking', 'vbg']","[417, 4376, 530, 4388]",2,"[0.0003645122, 0.22298923, 0.84576225]",0
pins retaining,pins nns retaining vbg,"['pins', 'nns', 'retaining', 'vbg']","[417, 4376, 246, 4388]",2,"[0.00024971366, 0.4601734, 0.6153678]",0
piolet,piolet nn,"['piolet', 'nn']","[4247, 4373]",2,"[0.030124485, 0.05019033, 0.9186963]",0
pipe,pipe nn,"['pipe', 'nn']","[460, 4373]",2,"[0.007448077, 0.052289248, 0.9505375]",0
pipe pressuretested,pipe nn pressuretested vbd,"['pipe', 'nn', 'pressuretested', 'vbd']","[460, 4373, 2759, 4380]",2,"[0.0058088005, 0.023961663, 0.9721943]",0
pipes,pipes nns,"['pipes', 'nns']","[3204, 4376]",2,"[0.046684355, 0.030062705, 0.8354799]",0
pipework,pipework nn,"['pipework', 'nn']","[791, 4373]",2,"[0.008886963, 0.059639275, 0.9476069]",0
piping,piping vbg,"['piping', 'vbg']","[1120, 4388]",2,"[0.0116738975, 0.08726138, 0.8922671]",0
pis,pis nn,"['pis', 'nn']","[2132, 4373]",2,"[0.017477393, 0.07013744, 0.9367321]",0
pistion,pistion nn,"['pistion', 'nn']","[1782, 4373]",2,"[0.015121281, 0.07559937, 0.93672454]",0
pistions,pistions nns,"['pistions', 'nns']","[2040, 4376]",2,"[0.04645261, 0.04038444, 0.833398]",0
piston,piston nn,"['piston', 'nn']","[62, 4373]",2,"[0.00018918514, 0.4672798, 0.54616725]",0
piston coupling,piston nn coupling vbg,"['piston', 'nn', 'coupling', 'vbg']","[62, 4373, 136, 4388]",1,"[3.7325095e-05, 0.92290187, 0.061172724]",0
