,extracted_date,JOBNUM,JOB_DEC_INST_TEXT_COMB_x,AVA_score_pred_khat,AVA_score_pred_khat_bayes,AVA_score_pred_pmi,AVA_class_pred_khat,AVA_class_pred_khat_bayes,AVA_class_pred_pmi,AVA_score_pred_khat_with_negation,AVA_score_pred_khat_bayes_with_negation,AVA_score_pred_pmi_with_negation,AVA_class_pred_khat_with_negation,AVA_class_pred_khat_bayes_with_negation,AVA_class_pred_pmi_with_negation,pred_khat_ava_array_with_neg,pred_khat_bayes_ava_array_with_neg,pred_pmi_ava_array_with_neg,pred_khat_ava_array,pred_khat_bayes_ava_array,pred_pmi_ava_array,JobType,NOV Random Rig Code,SYSTEM,COMPONENT,JOB_DEC_INST_TEXT_COMB_y,Negation_Scope_Processed,Need Repair 3,Repaired as good as new 1,Working fine 2,Combined Labels,JobSchedDate,JobStartDate,JobClosedDate,DatePurchased,DeactivationDate,date_diff_extract_minus_start,number_of_positive,number_of_negative,number_of_neutral,combined_neu_pos_neg,sentence_lenght,AVA_class_pred_pmi_with_negation_numeric,AVA_class_pred_khat_bayes_with_negation_numeric,AVA_class_pred_khat_with_negation_numeric,AVA_class_pred_pmi_numeric,AVA_class_pred_khat_bayes_numeric,AVA_class_pred_khat_numeric
2164,2019-04-22 01:58:00,2270029202791, After mechanics completed the Mud Pump #1 vbelts adjustement so I went to the drilling SWBD to deisolate the Pump so deisolated the drive #1 all good but when I moved to the drive #2 the drive charger indication light did not come on after switch on the drive charger switch so opened the drive cabinet observed the switch fuse controller completely dead so it was replaced by a new one and then tried again drive come on without any problem so equipment was put back in service and informed to the drill floor.. Replace drive switch fuse controller. Replace the drive charger switch fuse controller,"[1.3313, 1.5728, 1.5959]","[1.3489, 1.564, 1.5872]","[22.3292, 0.2088, -18.0381]",positive,positive,neutral,"[1.3307, 1.5602, 1.6091]","[1.3483, 1.5514, 1.6003]","[22.3292, 0.2088, -18.0381]",positive,positive,neutral,"[0.16564671634757083, -0.17303265303359253, 0.04523930358739031]","[0.14802216635588175, -0.1554081030428984, 0.04523930360615591]","[-14.734001562277609, 26.92448232221733, -12.151640796725722]","[0.1644347368150693, -0.17303265303622573, 0.018853365063344604]","[0.14681018682337993, -0.1554081030445369, 0.018907594643725226]","[-14.734001562277609, 26.92448232221733, -12.151640796725722]",Corrective,1497,HPMS,MP, After mechanics completed the Mud Pump #1 vbelts adjustement so I went to the drilling SWBD to deisolate the Pump so deisolated the drive #1 all good but when I moved to the drive #2 the drive charger indication light did not come on after switch on the drive charger switch so opened the drive cabinet observed the switch fuse controller completely dead so it was replaced by a new one and then tried again drive come on without any problem so equipment was put back in service and informed to the drill floor.. Replace drive switch fuse controller. Replace the drive charger switch fuse controller,did not come on after switch on the drive charger switch so opened the drive. ,,1.0,,1,4/22/2019 0:00,4/22/2019 1:57,4/22/2019 2:05,2/6/2009 0:00,,0 days 00:01:52,6,3,1,"[1, 6, 3]",102,2,1,1,2,1,1
2199,2018-01-27 15:55:00,2290029121210, The liner wash pressure switch was not closing when the pump was running. Troubleshot the issue and found that the liquid hose going to the pressure switch was clogged. I remove the hose and had mechanics make a new one. I installed the new hose and this repair fix the issue.. Replace linerwash pressure switch hose for Mud Pump #4. Troubleshoot linerwash pressure switch not closing when 30 psi was shown on the gauge while linerwash pump was running.,"[1.4336, 1.5178, 1.5485]","[1.4336, 1.5178, 1.5486]","[43.5728, -25.1051, -13.9677]",positive,positive,negative,"[1.4329, 1.5039, 1.5632]","[1.4329, 1.5039, 1.5632]","[43.5728, -25.1051, -13.9677]",positive,positive,negative,"[0.06254292110135487, -0.07172811154940387, 0.05476731774707726]","[0.06254292110135456, -0.07172811154940416, 0.054767317750358514]","[-52.20572635908699, 31.939908881858965, 1.0045253162162382]","[0.06103569685935214, -0.07172811155094862, 0.025349106039503685]","[0.061035696859351674, -0.07172811155094883, 0.025388270103319545]","[-52.20572635908699, 31.939908881858965, 1.0045253162162382]",Corrective,2385,HPMS,MP, The liner wash pressure switch was not closing when the pump was running. Troubleshot the issue and found that the liquid hose going to the pressure switch was clogged. I remove the hose and had mechanics make a new one. I installed the new hose and this repair fix the issue.. Replace linerwash pressure switch hose for Mud Pump #4. Troubleshoot linerwash pressure switch not closing when 30 psi was shown on the gauge while linerwash pump was running.,not closing when psi was shown on the gauge while linerwash pump was running. switch was not closing when the pump was running. ,,1.0,,1,1/28/2018 0:00,1/27/2018 15:48,1/27/2018 15:55,7/27/2009 0:00,,0 days 00:07:05,2,2,0,"[0, 2, 2]",82,3,1,1,3,1,1
2242,2018-04-27 15:49:00,2290029123618, Installed as project item and closed. Punch # 136 Parking meter gauge needs replaced.. Parking meter gauge needs replaced.. Replace Gauge,"[0.8839, 1.8331, 1.783]","[1.0042, 1.7729, 1.7229]","[-12.8611, 5.4984, 11.8626]",positive,positive,positive,"[0.9005, 1.8331, 1.7665]","[1.0207, 1.7729, 1.7063]","[-12.8611, 5.4984, 11.8626]",positive,positive,positive,"[0.6661626649697822, -0.5329301319690278, 0.0]","[0.5458860853789982, -0.4126535523787589, 0.0]","[17.684116867179938, -11.037991112395085, 9.687288293664484]","[0.6661626649697829, -0.5660640316461314, 0.0]","[0.5458860853789982, -0.4457874679466554, 0.0]","[17.684116867179938, -11.037991112395085, 9.687288293664484]",Corrective,2385,HPMS,MP, Installed as project item and closed. Punch # 136 Parking meter gauge needs replaced.. Parking meter gauge needs replaced.. Replace Gauge,,,1.0,,1,6/27/2018 0:00,4/27/2018 15:48,4/27/2018 15:49,7/27/2009 0:00,,0 days 00:01:53,5,0,0,"[0, 5, 0]",22,1,1,1,1,1,1
2311,2019-04-17 11:32:00,2290029127366, No tracking required. The motors have been recieved and installed. Mud pump motor tracking. This job is for tracking purposes of the Mud Pump motors shipped in for repair.,"[1.3439, 1.4995, 1.6566]","[1.3413, 1.5105, 1.6481]","[27.0791, 0.4667, -23.0458]",positive,positive,neutral,"[1.34, 1.5199, 1.6401]","[1.3379, 1.5274, 1.6347]","[27.0791, 0.4667, -23.0458]",positive,positive,neutral,"[0.13646946063892884, -0.18345414200390484, 0.0966966030966813]","[0.14075867831755454, -0.1834541420039046, 0.08595775817499964]","[-23.090400338352094, 28.067834188129677, -21.023800503538325]","[0.12875960953186105, -0.1834541420041396, 0.12966738977216524]","[0.1338718829280841, -0.18345414200414012, 0.11282236169782082]","[-23.090400338352094, 28.067834188129677, -21.023800503538325]",Corrective,2385,HPMS,MP, No tracking required. The motors have been recieved and installed. Mud pump motor tracking. This job is for tracking purposes of the Mud Pump motors shipped in for repair.,no tracking required. ,,1.0,,1,12/31/2018 0:00,4/17/2019 11:28,4/17/2019 11:32,7/27/2009 0:00,,0 days 00:04:52,2,2,0,"[0, 2, 2]",32,2,1,1,2,1,1
2409,2018-12-29 04:24:00,2290029133378, Equipment is back in Service Blower motor to be replaced----------. Replace Blower Motor A on Mud Pump No.5. Breakdown Job,"[1.1813, 1.4896, 1.8291]","[1.1813, 1.4893, 1.8294]","[3.2862, 3.0936, -1.8798]",positive,positive,neutral,"[1.1777, 1.4326, 1.8898]","[1.1777, 1.4326, 1.8898]","[3.2862, 3.0936, -1.8798]",positive,positive,neutral,"[0.3002791709018266, -0.3443788279656407, 0.43513027530352283]","[0.3002791709018251, -0.3443788279656402, 0.43513027531917403]","[-1.7920634409818144, 1.7803338809658902, -4.979308387337229]","[0.2930427317048427, -0.3443788279726831, 0.31387905616995]","[0.29304273170484046, -0.3443788279726841, 0.314379585861097]","[-1.7920634409818144, 1.7803338809658902, -4.979308387337229]",Corrective,2385,HPMS,MTR, Equipment is back in Service Blower motor to be replaced----------. Replace Blower Motor A on Mud Pump No.5. Breakdown Job,pump no. ,,1.0,,1,12/29/2018 0:00,12/29/2018 0:00,1/6/2019 19:30,4/12/2010 0:00,,0 days 04:24:30,2,3,0,"[0, 2, 3]",17,2,1,1,2,1,1
2541,2017-03-03 15:56:00,2610014025359, Pulled the PT out of store and installed. Looks like need to put in offset for the pressure to read right. Right now it is reading 26 psi to 70 psi when it should be at 0 psi. Repair PT for MP 2. After night crew reset MP#2 display the PT for that unit is reading 150 to 100 PSI when it should be at 0 psi. We will replace the PT now.,"[1.374, 1.605, 1.521]","[1.374, 1.5842, 1.5418]","[31.0705, 11.5118, -38.0823]",positive,positive,neutral,"[1.374, 1.5955, 1.5305]","[1.374, 1.5747, 1.5513]","[31.0705, 11.5118, -38.0823]",positive,positive,neutral,"[0.12601022735377043, -0.12601022735186704, -0.06492000147018993]","[0.1260102273537698, -0.12601022735186745, -0.02331375397137191]","[-19.48251377013443, 39.658567543814804, -39.50612306550417]","[0.12601022735377063, -0.12601022735377065, -0.08400681823584702]","[0.1260102273537698, -0.12601022735377143, -0.04240057083262814]","[-19.48251377013443, 39.658567543814804, -39.50612306550417]",Corrective,3506,HPMS,MP, Pulled the PT out of store and installed. Looks like need to put in offset for the pressure to read right. Right now it is reading 26 psi to 70 psi when it should be at 0 psi. Repair PT for MP 2. After night crew reset MP#2 display the PT for that unit is reading 150 to 100 PSI when it should be at 0 psi. We will replace the PT now.,,,1.0,,1,3/28/2018 0:00,3/3/2017 8:02,3/15/2017 16:41,12/9/2014 0:00,,0 days 07:54:38,3,1,2,"[2, 3, 1]",70,2,1,1,2,1,1
2589,2017-05-21 04:38:00,2610014028437, Fabricated and installed new hindges on mud pump liner bays pump #1 liner 1 and pump #4 liner 3.. Replace broken hindges on #1 and #4 mud pumps. Replace hindges on mud pump liner bay covers for pump#1 liner 1 and pump#4 liner 3.,"[1.3027, 1.4994, 1.6979]","[1.3442, 1.4997, 1.6561]","[16.5512, -3.6433, -8.4079]",positive,positive,neutral,"[1.2978, 1.4865, 1.7157]","[1.3402, 1.4795, 1.6802]","[16.5512, -3.6433, -8.4079]",positive,positive,neutral,"[0.1724673104925038, -0.23184558890428086, 0.1994846566892058]","[0.13493772867209164, -0.18461549562213203, 0.17588134013892892]","[-25.49510312082311, 4.607290481751358, -15.208561187973578]","[0.16272375850286375, -0.23184558891074336, 0.16387099258608284]","[0.1270184588096669, -0.18461549562592755, 0.1276738009028136]","[-25.49510312082311, 4.607290481751358, -15.208561187973578]",Corrective,3506,HPMS,MP, Fabricated and installed new hindges on mud pump liner bays pump #1 liner 1 and pump #4 liner 3.. Replace broken hindges on #1 and #4 mud pumps. Replace hindges on mud pump liner bay covers for pump#1 liner 1 and pump#4 liner 3.,,,1.0,,1,5/21/2018 0:00,5/21/2017 4:35,5/21/2017 4:38,12/9/2014 0:00,,0 days 00:03:51,3,4,0,"[0, 3, 4]",38,2,1,1,2,1,1
2686,2017-10-29 05:09:00,2610014034908," Isolated pumps and pulled all wave blocker assembleys. Measurements on these are 57 mm. Cleaned inspected and reinstalled. No other problems noted with dampners at this time of inspection.. SPM03-PDAM-Dampener-Wave Blocker-Inspection. 1. Inspect one discharge dampener Wave Blocker and shell internal surface for wear and corrosion. Note: If any problems exist, the other pulsation dampeners should also be inspected. Warning: Pump must be isolated from inlet and outlet piping and fluid drained before disconnecting any flanges. a. Disassembly for Inspection: (Reference OEM documentation- Mattco Spherical Discharge Dampener Instruction Manual) i. Drain Fluid from Spherical Discharge Dampener. ii. Remove discharge dampe","[1.5175, 1.5319, 1.4506]","[1.5127, 1.5284, 1.4589]","[266.6268, -103.5737, -158.5531]",neutral,neutral,neutral,"[1.5115, 1.5284, 1.4601]","[1.5093, 1.5238, 1.4669]","[266.6268, -103.5737, -158.5531]",neutral,neutral,neutral,"[0.0, 0.023064024305532834, -0.05682168303694365]","[0.0, 0.01862062785620627, -0.04750676586659162]","[-281.97790930145237, 248.2756422732216, -71.83051819968068]","[0.0, 0.0349002512813234, -0.06381845335951822]","[0.0, 0.025411961272890367, -0.05678963983464659]","[-281.97790930145237, 248.2756422732216, -71.83051819968068]",Prevent Maint,3506,HPMS,PDAM," Isolated pumps and pulled all wave blocker assembleys. Measurements on these are 57 mm. Cleaned inspected and reinstalled. No other problems noted with dampners at this time of inspection.. SPM03-PDAM-Dampener-Wave Blocker-Inspection. 1. Inspect one discharge dampener Wave Blocker and shell internal surface for wear and corrosion. Note: If any problems exist, the other pulsation dampeners should also be inspected. Warning: Pump must be isolated from inlet and outlet piping and fluid drained before disconnecting any flanges. a. Disassembly for Inspection: (Reference OEM documentation- Mattco Spherical Discharge Dampener Instruction Manual) i. Drain Fluid from Spherical Discharge Dampener. ii. Remove discharge dampe",before disconnecting any flanges. no other problems noted with dampners at this time of inspection. ,,1.0,,1,10/31/2017 0:00,10/29/2017 5:04,10/29/2017 5:09,12/9/2014 0:00,,0 days 00:05:00,0,6,7,"[7, 0, 6]",111,2,2,2,2,2,2
2897,2018-10-14 19:36:00,2610014048509, Disaassembled Titan valve. Perfrormed NDT and reinstalled in conjunction with mechanical job. SPM-S_PRV-HPMS_NOV-TITAN-BX_180-DRILLING. NOTE: Refer to RMS Procedure BPR-PRV-N006 (NOV Six Month Functionality Test Of the Titan BX Relief Valve) while performing this PM. 1. Perform function test on valve. 2. Attach function test report table to RMS.,"[1.5071, 1.4698, 1.5231]","[1.5057, 1.4765, 1.5178]","[87.389, -73.9336, -8.9554]",negative,negative,negative,"[1.5023, 1.483, 1.5147]","[1.5018, 1.4866, 1.5116]","[87.389, -73.9336, -8.9554]",negative,negative,negative,"[-0.004505835396951402, 0.0, 0.0294997247430785]","[-0.0036009930953508195, 0.0, 0.023248700312047565]","[-131.57946950940396, 40.198449425003425, 19.287664977587262]","[-0.014209378611097279, 0.0, 0.04611748766551265]","[-0.011321363488086298, 0.0, 0.03568904391083318]","[-131.57946950940396, 40.198449425003425, 19.287664977587262]",Prevent Maint,3506,HPMS,PRV, Disaassembled Titan valve. Perfrormed NDT and reinstalled in conjunction with mechanical job. SPM-S_PRV-HPMS_NOV-TITAN-BX_180-DRILLING. NOTE: Refer to RMS Procedure BPR-PRV-N006 (NOV Six Month Functionality Test Of the Titan BX Relief Valve) while performing this PM. 1. Perform function test on valve. 2. Attach function test report table to RMS.,,,1.0,,1,10/26/2018 0:00,10/14/2018 19:35,10/14/2018 19:36,2/1/2015 0:00,,0 days 00:01:44,0,2,0,"[0, 0, 2]",58,3,3,3,3,3,3
2953,2019-02-12 16:43:00,2610014053289," Parts Requested from ICS:----------. Offline filtering #1 mud pump. Off line filter to be done,Oil will be resampled after filtering. filter cart will have a new filter installed prior to starting.","[1.4358, 1.427, 1.6373]","[1.4358, 1.4269, 1.6373]","[24.7183, -28.4925, 8.2743]",negative,negative,negative,"[1.4293, 1.4089, 1.6618]","[1.4293, 1.4089, 1.6618]","[24.7183, -28.4925, 8.2743]",negative,negative,negative,"[0.04967866379659738, -0.09172707100183836, 0.23178470432828538]","[0.049678663796596786, -0.09172707100183897, 0.23178470433649465]","[-43.96329932274581, 2.4732282607680345, 16.021749865289518]","[0.03670358227811204, -0.0917270710020698, 0.18280127380394115]","[0.03670358227811144, -0.09172707100207095, 0.18293063340469115]","[-43.96329932274581, 2.4732282607680345, 16.021749865289518]",Corrective,3506,HPMS,MP," Parts Requested from ICS:----------. Offline filtering #1 mud pump. Off line filter to be done,Oil will be resampled after filtering. filter cart will have a new filter installed prior to starting.",,1.0,,,3,2/13/2019 0:00,2/12/2019 16:43,2/23/2019 8:04,12/9/2014 0:00,,0 days 00:00:22,1,3,0,"[0, 1, 3]",32,3,3,3,3,3,3
3069,2017-04-11 20:31:00,2630014018396," Relief valve was removed disassembled inspected seals replaced and reinstalled and tested. Refer to RMS Job number: 2630014018318----------. SPM-S_PRV-HPMS_NOV-TITAN-BX_360-MECHANICAL. CAUTION: THE PRESSURE RELIEF VALVES (PRV) ARE PRODUCED USING HEAT TREATED STEEL ALLOYS. THE PRESSURE CONTAINING PARTS OF THE PRVs SHALL NOT BE HEATED WITH A TORCH FOR ANY REASON. NOTE: If local PRV indicator and actual pressure of the PRV are not within +/-3%, arrange for PRV to be calibrated by trained personnel. NOTE: Refer to RMS Bulletin # TO13211 (Transocean NDT Guideline, eDocs # HQS-OPS-TIB-ADMN-011) for guidance on performing Non-Destructive Test (NDT)/Non-Destructive Evaluation (N","[1.4672, 1.5225, 1.5103]","[1.4664, 1.5387, 1.4949]","[79.5545, -72.6169, -2.4376]",positive,positive,negative,"[1.4612, 1.495, 1.5438]","[1.4609, 1.5097, 1.5294]","[79.5545, -72.6169, -2.4376]",positive,positive,negative,"[0.05303571085551371, -0.024651116857942714, 0.06296631830796198]","[0.05353119942971686, -0.024651116857888906, 0.03421869928882083]","[-84.89448790910666, 71.21452443130667, 63.33925521215863]","[0.04426372451424593, -0.021287388923320567, -0.0006634784281157685]","[0.04584519179649756, -0.021287389591733655, -0.03156174159432817]","[-84.89448790910666, 71.21452443130667, 63.33925521215863]",Prevent Maint,8100,HPMS,PRV," Relief valve was removed disassembled inspected seals replaced and reinstalled and tested. Refer to RMS Job number: 2630014018318----------. SPM-S_PRV-HPMS_NOV-TITAN-BX_360-MECHANICAL. CAUTION: THE PRESSURE RELIEF VALVES (PRV) ARE PRODUCED USING HEAT TREATED STEEL ALLOYS. THE PRESSURE CONTAINING PARTS OF THE PRVs SHALL NOT BE HEATED WITH A TORCH FOR ANY REASON. NOTE: If local PRV indicator and actual pressure of the PRV are not within +/-3%, arrange for PRV to be calibrated by trained personnel. NOTE: Refer to RMS Bulletin # TO13211 (Transocean NDT Guideline, eDocs # HQS-OPS-TIB-ADMN-011) for guidance on performing Non-Destructive Test (NDT)/Non-Destructive Evaluation (N",the pressure containing parts of the prvs shall not be heated with a torch for any reason        actual pressure of the prv are not within arrange for prv to_be calibrated_by trained personnel. ,,1.0,,1,2/3/2017 0:00,4/11/2017 20:27,4/13/2017 13:19,9/11/2015 0:00,,0 days 00:04:12,2,6,4,"[4, 2, 6]",106,3,1,1,3,1,1
3236,2017-10-09 10:53:00,2630014028154, Refer to RMS Job # 2630014027786 for the motor removed and reinstalled under ET's craft. We tried to reuse the original belt removed but when installing we noticed it was stretched and could not be reused. Installed a new drive belt and the belt tension was at 85 psi and we will recheck belt tension after running pump online for a few hours.. Replaced Drive Belt. Breakdown Job,"[1.2837, 1.5966, 1.6197]","[1.3027, 1.5776, 1.6197]","[17.5292, 6.9543, -19.9835]",positive,positive,neutral,"[1.3254, 1.5778, 1.5967]","[1.3444, 1.5588, 1.5967]","[17.5292, 6.9543, -19.9835]",positive,positive,neutral,"[0.21745604139419916, -0.1316440676226442, 0.061794554638586796]","[0.17946334451129067, -0.1316440676226442, 0.061794554666536446]","[-9.133575636518975, 22.924825555453946, -20.042242415059867]","[0.25713638489338697, -0.175525423554739, 0.06384727264598149]","[0.21914368801047823, -0.17552542353222494, 0.06387045988973811]","[-9.133575636518975, 22.924825555453946, -20.042242415059867]",Corrective,8100,HPMS,MP, Refer to RMS Job # 2630014027786 for the motor removed and reinstalled under ET's craft. We tried to reuse the original belt removed but when installing we noticed it was stretched and could not be reused. Installed a new drive belt and the belt tension was at 85 psi and we will recheck belt tension after running pump online for a few hours.. Replaced Drive Belt. Breakdown Job,could not be reused. ,,1.0,,1,10/9/2017 0:00,10/9/2017 0:00,10/9/2017 10:55,9/11/2015 0:00,,0 days 10:53:32,6,3,0,"[0, 6, 3]",67,2,1,1,2,1,1
3237,2017-10-10 03:29:00,2630014028179, After replacing the rebuilt motor on the pump the water line was noticed to be leaking slightly while test running the pump. It was determined that the lower fitting 24JIC to 1 1/2 NPT was leaking. The hose was tight and could of had an impact on the fitting not sealing. A new hose and fitting was installed. No further leaks have been found.. Replace hose on Mud Pump #4. Replace leaking hose on the motor #2 cooler fresh water discharge.,"[1.3272, 1.5022, 1.6706]","[1.3496, 1.5254, 1.6249]","[72.2832, -44.1804, -23.6029]",positive,positive,negative,"[1.3237, 1.5012, 1.6751]","[1.3461, 1.5245, 1.6294]","[72.2832, -44.1804, -23.6029]",positive,positive,negative,"[0.16884348688918802, -0.18379768908353344, 0.16640733855452977]","[0.14637823652524926, -0.16133243872086306, 0.09743088582736255]","[-97.86220168355433, 43.70429528241248, -6.50144605484105]","[0.16185869459929195, -0.18379768908654437, 0.15745699261981425]","[0.13939344423535285, -0.16133243872260597, 0.08854118930207158]","[-97.86220168355433, 43.70429528241248, -6.50144605484105]",Corrective,8100,HPMS,MP, After replacing the rebuilt motor on the pump the water line was noticed to be leaking slightly while test running the pump. It was determined that the lower fitting 24JIC to 1 1/2 NPT was leaking. The hose was tight and could of had an impact on the fitting not sealing. A new hose and fitting was installed. No further leaks have been found.. Replace hose on Mud Pump #4. Replace leaking hose on the motor #2 cooler fresh water discharge.,no further leaks have been found. not sealing. ,,1.0,,1,10/11/2017 0:00,10/10/2017 3:22,10/10/2017 3:29,9/11/2015 0:00,,0 days 00:07:30,5,6,0,"[0, 5, 6]",80,3,1,1,3,1,1
