DocNO,id,SENTIMENT,SENTENCES
1.02E+17,190321556,negative,"@702JohnRobbie , I don't feel the Rugby World Cup fever via 702, am I the only one? Isn't it Rugby Friday?"
1.12E+17,124004671,positive,@LeighFrancis best thing about thursday is Celebrity Juice =)
1.00E+17,230264469,neutral,Hmm need to convert the euros I have left from Barcelona for Bristol on Tuesday.
1.09E+17,22730287,negative,Can't believe that Lloyd Robertson's last broadcast is tonight! End of an era. Who is gonna keep my grandma company at night!?
1.02E+17,76529631,positive,@TNA_GUNNER Been trying to decide on a new show to watch & always get tons of Sons of Anarchy suggestions. I may go 4 it. Have a blessed day
1.07E+17,135836213,neutral,RT @dandelionfuzz: MTA says it may close city subway if hurricane #Irene packs too big a punch.   http://t.co/0NY8YUZ
1.00E+17,28733969,negative,why did i just hear some car driving slowly down 24th street blarring.............. Elvis Presley?
1.00E+17,282675787,positive,"@Yuki_18_j Good morning, yuki~! Oh, i like your name too. Does It means snow? Riko isn't my real name, i've chose it because i like japan."
1.00E+17,63002955,neutral,@omar_quraishi Obama has over 8 million followers.I  think only a few read every tweet. That may be the case with all others.
1.00E+17,38335522,positive,@Huda_Shami he's a very good looking guy. Is s3 on netflix? i think I'm watching it tonight
1.09E+17,25508307,negative,"Strip club owner ""guessing we'll make 5 times as much a night"" .. ""Republicans got plenty of money. They take it all from poor people""  #DUH"
1.01E+17,300097931,positive,Saw at last Kung Fu Panda 2 yesterday with my cousins =))
1.03E+17,197601271,positive,"she call me baby, I call her bae, sorry 4 the wait, Carter IV on the way! august 29th. hellllll yeahhh! (;"
1.03E+17,9141832,negative,"Displeased with Lion, I may take this opportunity to learn Windows 7. Or Linux. Or poke myself in the eye."
1.06E+17,74995139,positive,"Morning,its all systems go for the week!!Paytime and Deus Ex out later in the week this is truly #BiWinning"
1.00E+17,348388875,neutral,"Did you know, Lady Gaga reads ""Letters to a young poet"" every morning? http://t.co/122DPk8"
1.00E+17,313005431,neutral,"Trynna go to the movies today and see ""Rise of the Planet of the Apes !"""
1.12E+17,120461734,positive,@skanyi10 @Alan_hicks Is Stadium Kanyi open tomrw for the opening ceremony and ABs Vs Tonga game? I happen to be off duty tomorrow :-)
1.00E+17,43748336,positive,"My brothers GF is on me to use her Netflix acct, because I love my movies. So I'll all for giving it a try tonight"
1.00E+17,223639114,positive,@CheyTiffy morning gorgeous u were rite i thought it was b/slisten to this nicki minaj did hhave domestics http://t.co/5JxlpiC
1.11E+17,47642864,positive,Can Silicon Valley Re-Charge Solar Energy?: Silicon Valley innovators Apple and Google may be the best hope left... http://t.co/jkyct6R
1.02E+17,350096289,positive,Vampire Diaries and Jersey Shore tonight. So first we see some hotties then we fist pump with hotties.. sounds great!!! :)
1.12E+17,248813520,positive,Looking forward to Celebrity Juice tonight.
1.00E+17,279703261,positive,"@Mod_Tr3chic lol look for the bright tiger woods, not hard to miss me today"
1.00E+17,97294141,neutral,RT @NickRexum: So @NickHexum apparently just announced at PowWow #311Day is in Vegas and there is another cruise in May (to Hawaii). Too ...
1.02E+17,153576434,positive,"We love the King! 55 years ago today, Elvis Presley released his double-sided hit ""Don't Be Cruel""/""Hound Dog"",... http://fb.me/18ANKgVue"
1.08E+17,85574636,positive,"I love you all so much. Come join us on Saturday evening for the UGA v. Boise State game. Game is at 8pm, but we... http://t.co/eF9iQB8"
1.08E+17,18847909,positive,"RT @zagswsoccer: The Zags hold a 1-0 lead for 84 minutes to beat Boise State and win the Bronco Invite. Goal by Sarah Rhodes, her 3rd of ..."
1.09E+17,40753509,negative,"RT @farhanmohamed: Last night for @CTV's Lloyd Robertson. A sad day for news, will miss that deep voice. #legendary"
1.00E+17,186164728,positive,"RT @coupleBOOBS: Nicki Minaj - Pink Friday, up 15 places, to #16 on the Official UK Top 40 :) http://twitpic.com/62iohc"
1.10E+17,255096038,positive,Four Lions. Watch it on Channel 4. Tonight. At 8pm. Best film ever. I have this on my IPad. Never tired of it.  http://t.co/7I6OapX
1.11E+17,211279117,positive,"@Rastas4Jesus09 Droid Bionic, this Thursday. Never thought the day would come."
1.05E+17,15487092,negative,"Don't want to play one that's too long, what with Street Fighter III: 3rd Strike on Wednesday, and Deus Ex: Human Revolution on Friday."
1.04E+17,14146019,negative,@buckwoody This tweet was poorly timed. Surely they'd be hidden... RT @Windows 12 handy tips for Windows 7 that you may not know
1.03E+17,347476694,positive,I'm not going on holiday until the 25th because me and my dad wanted to watch the Inbetweeners movie when it came out LOL :') - Georgia
1.01E+17,271582975,neutral,"Damn, Summerslam is on at the same time as UFC Sunday. They usually fight on Saturday. WWE on the comp and UFC on the big screen I guess."
1.11E+17,24206052,neutral,"I just typed in ""the Bazura Project"" into google images and the 7th image is a photo of my dad. Also Glenn with moustache is there. #WHATTHE"
1.00E+17,48383145,negative,"One million people marched in London in the past six months. But they don't care until 1,000 Tottenhams tonight ~ http://t.co/z8Lv6mn"
1.00E+17,85306789,negative,"@Daggy1 obama's goal is to lead us into 3rd world status, so you're absolutely right, ""obama doesn't care"""
9.78E+16,234505253,negative,"RT @Politicolnews: I think it's time to start calling the Democrats offices, demand they use the 14th now, don't cave to Nut Jobs."
1.06E+17,108617892,negative,"DAMN, Someone saved HOLDER from the Earthquake! technically dont know why w/Biden out & Obama always out Boehner is 3rd in line!"
1.11E+17,115672217,neutral,Except u're Charlie Sheen... RT @PrinceCBN: Is it true that you tell people 'Top of the morning' only when you had sex the previous night?
1.11E+17,43073465,positive,RT @Coachdivvy: I'm exited about friday! No offense but who is Tonga? NZ can't just make up names and countries. Play fair.
1.11E+17,50802964,positive,Morning all. Just woke up to Madonna on the radio with Borderline. Cool
9.10E+16,16713031,negative,no way to underestimate the madness and cynicism and frank and open loathing of country that characterizes today's Republicans
1.00E+17,247951021,neutral,"Dear Tiger Woods,      I need you to carry those last 3 holes over to Thursday. W/o NBA I'm gonna need you to step up.   Michael"
1.02E+17,61629616,positive,Excited for the Raiders game tonight
1.00E+17,131070878,positive,After a day at the lake me and my girl are getting ready to do Vegas big tonight! #blessed #freshtodeath
1.07E+17,191241076,neutral,Lloyd Robertson ended show with mention of his plaque from Stratford today. Joked that Bieber didn't get there 1st. #bieberbestedagain
1.11E+17,29416980,positive,"RT @Recite_Films: Excellent performance by PJ Harvey last night! Hairs on back of neck stuff! Good company too with @ClareKirstin, @Fi a ..."
1.00E+17,326123417,neutral,"I'm going to Machine Head at Sala Razzmatazz in Barcelona, Spain - Nov 15 http://bnds.in/qMyg7H"
1.00E+17,92158521,neutral,"Repost: : Microsoft's TV subscription, if not rumored may launch with Apple's iCloud - International Business Times http://bit.ly/qol15p"
1.00E+17,38404334,negative,"RT @pcam: @amish_man He may be that, but Obama spent $239 Billion a day after getting Uncle Sam's Credit Card in his hot little hands, s ..."
1.00E+17,63925228,positive,"RT @ashpashh_: if Twilight wins all the awards at the TCA's tonight, I will burn my Twilight posters k? ok."
9.66E+16,117928875,positive,RT @StevenTDennis: Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
1.12E+17,28983293,negative,balls. i forgot celebrity juice was on tonight.
1.11E+17,34191996,negative,Caught the repeat of Jersey Shore tonight and the damn wall knocked out @ItsTheSituation??!! WTF.. Cmon bro! Are you serious right now
1.11E+17,203603397,positive,Some good television tonight gonna get on jersey shore on the planner and 8 out of ten cats and mAybe red or black #lazynight
1.04E+17,53476983,positive,@adaminside I swear my Facebook was exploding this morning! Booms all over the fucking place! Reminded me of Four Lions. XD
1.01E+17,140995431,neutral,Gonna watch Final Destination 5 tonight. I always leave the theater so afraid of everything. No huge escalators for sure :S
1.01E+17,129585625,neutral,@VittorioTafur Any word on when the Raiders will be releasing their depth chart for Thursday?
1.00E+17,19841902,positive,"Kolchak the Night Stalker. Before the x-files, excellent scary tv. On Netflix huzah"
1.01E+17,58885552,neutral,Pre-practice odds and ends: The Raiders return to practice today after an off day Sunday. The provisions set for... http://bit.ly/qdWJdZ
1.02E+17,167878124,neutral,Kung fu panda 2 or take em back to the jungle book~ RT @DwyaneWade Movie night with the kids at the crib. What should we watch??
1.09E+17,113061485,negative,The GOP's greatest crime? @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/aS8DBGS
1.00E+17,260992976,positive,"Eh, em...attention! True Blood is on tonight, oh yeah! Sink ur teeth into it! LOL"
9.66E+16,46557945,positive,Today *very* rare day when Democrats will get healthier on their Club for Growth scorecards than most Republicans.
1.01E+17,22059204,positive,:O INBETWEENERS MOVIE A WEEK TODAY!! Aaaahhhh! Might wear my wellies to the cinema cause I'll be 'knee deep in clunge' ;)
1.06E+17,343369551,positive,The MTA will be at Mondawmin Metro Station from 3-5pm today to celebrate The Baltimore Grand Prix. We'll have a race car for you to see!
1.00E+17,79893160,positive,"Finally wrapped up shooting in Vegas, time for a good night on the town :)"
1.02E+17,14168427,neutral,Today's #TriviaThrusday is the first I didn't have to look up.... Who doesn't know Steve Jobs worked at Atari!
1.00E+17,25273039,neutral,"Had a little trip out to the old town of Albuquerque, could easily be Mexico or Spain! Off to Vegas 2moz should get there Monday morning!"
1.11E+17,173099395,positive,@CharlieBlythe i'm going on Big Brother's Bit On The Side next Tuesday! I thought you would appreciate this haha :)
1.02E+17,24034126,neutral,@Van_Gucci1 you wanna go see inbetweeners next wednesday?
1.00E+17,280997311,negative,USA Golf Today Bob Ryan: Tiger now a JAG (Just Another Guy): Bob Ryan of the 'Boston Globe' called Tiger Woods ... http://usat.ly/mZDjVU
1.01E+17,27387825,neutral,"What a great question to ask myself: ""If today were the last day of my life, would I want to do what I am about to do today?""  Steve Jobs"
1.01E+17,347311370,negative,F-Train was messed up again today between York and Carroll St....what's going on MTA???? GET IT TOGETHER!!!
1.00E+17,25785311,negative,Here is the nip slip that happened yesterday on Good Morning America....and Nicki Minaj is not happy but ABC has... http://fb.me/EVXID9e9
1.09E+17,196884501,neutral,"Increase Windows 7 Performance in 4 Easy Steps: ... complete with Windows 7, you may find you're lacking some po... http://t.co/JONqQqr"
1.01E+17,269135285,neutral,"Gartner: Windows 7 on 94 percent of new PCs: by Steven Mostyn - Aug 10 2011, 07:48 Google may one day seek to sh... http://bit.ly/of7Syg"
1.01E+17,133820543,neutral,"Final Destination 5 opens Friday. If it does well, they'll film ""FD6"" and ""FD7."" So it's really more like ""Qualifying Heat Destination 5."""
1.13E+17,256807222,positive,"RT @SnickerMyDoodle: ""I hope Notre Dame wins tonight and the Steelers win tomorrow"""
1.00E+17,43003774,neutral,"RT @blitzmegaplex: Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK #fb"
1.11E+17,31203786,positive,Sonny bill williams named in the first xv to face Tonga on Friday. This man is one to watch my other is Isreal Dagg #rwc2011
1.12E+17,169003510,positive,"good night Michael Jackson, I do love You. see you in my dream :*"
1.03E+17,100149557,positive,Starting the 3rd season of Sons of Anarchy. I watched seasons 1 and 2 in the last couple weeks. . I'm seriously hooked
1.00E+17,347423655,negative,Did I really have a debate about twilight last night? And I was team Edward???
1.00E+17,19806139,neutral,"Tiger Woods' former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods' new caddie made $5,800 #golf"
1.00E+17,120173271,negative,If Fabregas doesnt goto Barcelona this season he may never make his Dream switch with Alcantra already starting to seal his position #EPL
1.03E+17,38312091,positive,Watching the Vampire Diaries from the beginning= a classic Saturday night. :D and with @TheJosie_F :) Lolz
1.00E+17,49048898,positive,"Final Destination 5, August 24. Death how we've missed you."
1.00E+17,320282807,positive,@peterfacinelli Good luck tonight @ The Teen Choice Awards :) i know Twilight is gonna take them all!! Ill b watching Xoxo
1.04E+17,7807292,positive,Hide in country clubs all U want Boehner! ReverseRobocall.com launching soon & I'm one of 1st in line! Join me. #launch http://t.co/6Qpx3X4
1.02E+17,299851041,neutral,"RT @Dynamomagician: I saw Kayvan Novak tonight aka Phonejacker aka the guy from the film Four Lions. 1st thing I said to him was ""Rubber ..."
1.00E+17,150955901,positive,"I had an awesome time at #SCKCS now it's on to work, Saturday nite in Vegas, this should be fun."
1.06E+17,55019057,positive,"media going mad for anderson silva in rio and its only wednesday , saturday is gonna be epic @ufc"
