phrases,tagged_phrases,dummy_labels,POS_TAGS_OF_PHRASE
the opportunity,the dt opportunity nn,1,<DT><NN>
the options,the dt options nns,1,<DT><NNS>
the original,the dt original jj,1,<DT><JJ>
the other,the dt other jj,1,<DT><JJ>
the others,the dt others nns,1,<DT><NNS>
the outside,the dt outside nn,1,<DT><NN>
the overhaul,the dt overhaul nn,1,<DT><NN>
the panel,the dt panel nn,1,<DT><NN>
the paper,the dt paper nn,1,<DT><NN>
the part,the dt part nn,1,<DT><NN>
the parts,the dt parts nns,1,<DT><NNS>
the phases,the dt phases nns,1,<DT><NNS>
the pictures,the dt pictures nns,1,<DT><NNS>
the piping,the dt piping nn,1,<DT><NN>
the place,the dt place nn,1,<DT><NN>
the plan,the dt plan nn,1,<DT><NN>
the plane,the dt plane nn,1,<DT><NN>
the plate,the dt plate nn,1,<DT><NN>
the plug,the dt plug nn,1,<DT><NN>
the plugs,the dt plugs nn,1,<DT><NN>
the pm,the dt pm nn,1,<DT><NN>
the pms,the dt pms nn,1,<DT><NN>
the po,the dt po nn,1,<DT><NN>
the polarization,the dt polarization nn,1,<DT><NN>
the pontus,the dt pontus nn,1,<DT><NN>
the power,the dt power nn,1,<DT><NN>
the presence,the dt presence nn,1,<DT><NN>
the pressure,the dt pressure nn,1,<DT><NN>
the problem,the dt problem nn,1,<DT><NN>
the proper,the dt proper jj,1,<DT><JJ>
the pulley,the dt pulley nn,1,<DT><NN>
the pulsation,the dt pulsation nn,1,<DT><NN>
the pump,the dt pump nn,1,<DT><NN>
the pumproom,the dt pumproom nn,1,<DT><NN>
the pumps,the dt pumps nns,1,<DT><NNS>
the purchase,the dt purchase nn,1,<DT><NN>
the purge,the dt purge nn,1,<DT><NN>
the questionable,the dt questionable jj,1,<DT><JJ>
the rdco,the dt rdco nn,1,<DT><NN>
the reading,the dt reading nn,1,<DT><NN>
the readings,the dt readings nns,1,<DT><NNS>
the rear,the dt rear nn,1,<DT><NN>
the recient,the dt recient nn,1,<DT><NN>
the reference,the dt reference nn,1,<DT><NN>
the referenced,the dt referenced nn,1,<DT><NN>
the relief,the dt relief nn,1,<DT><NN>
the remedial,the dt remedial nn,1,<DT><NN>
the remote,the dt remote nn,1,<DT><NN>
the removal,the dt removal nn,1,<DT><NN>
the rental,the dt rental nn,1,<DT><NN>
the repaired,the dt repaired nn,1,<DT><NN>
the replacement,the dt replacement nn,1,<DT><NN>
the report,the dt report nn,1,<DT><NN>
the requirements,the dt requirements nns,1,<DT><NNS>
the resistance,the dt resistance nn,1,<DT><NN>
the respective,the dt respective nn,1,<DT><NN>
the rest,the dt rest nn,1,<DT><NN>
the restriction,the dt restriction nn,1,<DT><NN>
the results,the dt results nns,1,<DT><NNS>
the rig,the dt rig nn,1,<DT><NN>
the right,the dt right nn,1,<DT><NN>
the rigs,the dt rigs nns,1,<DT><NNS>
the riser,the dt riser nn,1,<DT><NN>
the risk,the dt risk nn,1,<DT><NN>
the rms,the dt rms nns,1,<DT><NNS>
the room,the dt room nn,1,<DT><NN>
the rotary,the dt rotary nn,1,<DT><NN>
the rtd,the dt rtd nn,1,<DT><NN>
the rtds,the dt rtds nn,1,<DT><NN>
the rubber,the dt rubber nn,1,<DT><NN>
the run,the dt run nn,1,<DT><NN>
the running,the dt running nn,1,<DT><NN>
the rust,the dt rust nn,1,<DT><NN>
the s,the dt s nn,1,<DT><NN>
the same,the dt same jj,1,<DT><JJ>
the screen,the dt screen nn,1,<DT><NN>
the seals,the dt seals nns,1,<DT><NNS>
the second,the dt second jj,1,<DT><JJ>
the sensor,the dt sensor nn,1,<DT><NN>
the shaft,the dt shaft nn,1,<DT><NN>
the ship,the dt ship nn,1,<DT><NN>
the shop,the dt shop nn,1,<DT><NN>
the side,the dt side nn,1,<DT><NN>
the signal,the dt signal nn,1,<DT><NN>
the size,the dt size nn,1,<DT><NN>
the skid,the dt skid nn,1,<DT><NN>
the software,the dt software nn,1,<DT><NN>
the space,the dt space nn,1,<DT><NN>
the spare,the dt spare nn,1,<DT><NN>
the speed,the dt speed nn,1,<DT><NN>
the stand,the dt stand nn,1,<DT><NN>
the standpipe,the dt standpipe nn,1,<DT><NN>
the stariner,the dt stariner nn,1,<DT><NN>
the start,the dt start nn,1,<DT><NN>
the stator,the dt stator nn,1,<DT><NN>
the steps,the dt steps nns,1,<DT><NNS>
the store,the dt store nn,1,<DT><NN>
the stroke,the dt stroke nn,1,<DT><NN>
the strokes,the dt strokes nns,1,<DT><NNS>
the supply,the dt supply nn,1,<DT><NN>
the surface,the dt surface nn,1,<DT><NN>
the switch,the dt switch nn,1,<DT><NN>
the swivels,the dt swivels nns,1,<DT><NNS>
the system,the dt system nn,1,<DT><NN>
the t,the dt t nn,1,<DT><NN>
the tag,the dt tag nn,1,<DT><NN>
the tags,the dt tags nn,1,<DT><NN>
the tapped,the dt tapped nn,1,<DT><NN>
the target,the dt target nn,1,<DT><NN>
the task,the dt task nn,1,<DT><NN>
the tasks,the dt tasks nns,1,<DT><NNS>
the tco,the dt tco nn,1,<DT><NN>
the temperature,the dt temperature nn,1,<DT><NN>
the temperatures,the dt temperatures nns,1,<DT><NNS>
the terminal,the dt terminal nn,1,<DT><NN>
the terminals,the dt terminals nns,1,<DT><NNS>
the test,the dt test nn,1,<DT><NN>
the thermometer,the dt thermometer nn,1,<DT><NN>
the third,the dt third jj,1,<DT><JJ>
the threads,the dt threads nns,1,<DT><NNS>
the thruster,the dt thruster nn,1,<DT><NN>
the time,the dt time nn,1,<DT><NN>
the titan,the dt titan nn,1,<DT><NN>
the toolpusher,the dt toolpusher nn,1,<DT><NN>
the tools,the dt tools nns,1,<DT><NNS>
the top,the dt top jj,1,<DT><JJ>
the topside,the dt topside nn,1,<DT><NN>
the torque,the dt torque nn,1,<DT><NN>
the tray,the dt tray nn,1,<DT><NN>
the tripped,the dt tripped nn,1,<DT><NN>
the unit,the dt unit nn,1,<DT><NN>
the units,the dt units nns,1,<DT><NNS>
the update,the dt update nn,1,<DT><NN>
the use,the dt use nn,1,<DT><NN>
the vent,the dt vent nn,1,<DT><NN>
the vessel,the dt vessel nn,1,<DT><NN>
the vfd,the dt vfd nn,1,<DT><NN>
the vfds,the dt vfds nn,1,<DT><NN>
the vibration,the dt vibration nn,1,<DT><NN>
the voyage,the dt voyage nn,1,<DT><NN>
the warm,the dt warm nn,1,<DT><NN>
the water,the dt water nn,1,<DT><NN>
the way,the dt way nn,1,<DT><NN>
the well,the dt well nn,1,<DT><NN>
the whole,the dt whole nn,1,<DT><NN>
the winding,the dt winding nn,1,<DT><NN>
the windings,the dt windings nns,1,<DT><NNS>
the window,the dt window nn,1,<DT><NN>
the wires,the dt wires nns,1,<DT><NNS>
the wiring,the dt wiring nn,1,<DT><NN>
the work,the dt work nn,1,<DT><NN>
the worknotes,the dt worknotes nns,1,<DT><NNS>
the workshop,the dt workshop nn,1,<DT><NN>
the year,the dt year nn,1,<DT><NN>
the yearly,the dt yearly jj,1,<DT><JJ>
the yellow,the dt yellow nn,1,<DT><NN>
the yr,the dt yr nn,1,<DT><NN>
then compared,then rb compared vbn,1,<RB><VBN>
thermal,thermal nn,1,<NN>
thermistors,thermistors nns,1,<NNS>
thermometer,thermometer nn,1,<NN>
these areas,these dt areas nns,1,<DT><NNS>
these belts,these dt belts nns,1,<DT><NNS>
these blowers,these dt blowers nns,1,<DT><NNS>
these checks,these dt checks nns,1,<DT><NNS>
these drives,these dt drives nns,1,<DT><NNS>
these holes,these dt holes nns,1,<DT><NNS>
these levels,these dt levels nns,1,<DT><NNS>
these models,these dt models nns,1,<DT><NNS>
these moto,these dt moto nn,1,<DT><NN>
these motors,these dt motors nns,1,<DT><NNS>
these parameters,these dt parameters nns,1,<DT><NNS>
these particles,these dt particles nns,1,<DT><NNS>
these parts,these dt parts nns,1,<DT><NNS>
these procedures,these dt procedures nns,1,<DT><NNS>
these pump,these dt pump nn,1,<DT><NN>
these pumps,these dt pumps nns,1,<DT><NNS>
these readings,these dt readings nns,1,<DT><NNS>
these steps,these dt steps nns,1,<DT><NNS>
these systems,these dt systems nns,1,<DT><NNS>
these task,these dt task nn,1,<DT><NN>
these tasks,these dt tasks nns,1,<DT><NNS>
these units,these dt units nns,1,<DT><NNS>
these were,these dt were vbd,1,<DT><VBD>
theye,theye nn,1,<NN>
thick,thick nn,1,<NN>
thing,thing nn,1,<NN>
third,third jj,1,<JJ>
this ac,this dt ac nn,1,<DT><NN>
this alarm,this dt alarm nn,1,<DT><NN>
this base,this dt base nn,1,<DT><NN>
this blower,this dt blower nn,1,<DT><NN>
this bolt,this dt bolt nn,1,<DT><NN>
this cant,this dt cant nn,1,<DT><NN>
this cause,this dt cause nn,1,<DT><NN>
this data,this dt data nn,1,<DT><NN>
this day,this dt day nn,1,<DT><NN>
this equipment,this dt equipment nn,1,<DT><NN>
this event,this dt event nn,1,<DT><NN>
this i,this dt i nn,1,<DT><NN>
this inspection,this dt inspection nn,1,<DT><NN>
this inverter,this dt inverter nn,1,<DT><NN>
this job,this dt job nn,1,<DT><NN>
this louver,this dt louver nn,1,<DT><NN>
this mcc,this dt mcc nn,1,<DT><NN>
this mecahnics,this dt mecahnics nns,1,<DT><NNS>
this moment,this dt moment nn,1,<DT><NN>
this motor,this dt motor nn,1,<DT><NN>
this motors,this dt motors nns,1,<DT><NNS>
this mud,this dt mud nn,1,<DT><NN>
this number,this dt number nn,1,<DT><NN>
this parameter,this dt parameter nn,1,<DT><NN>
this parameters,this dt parameters nns,1,<DT><NNS>
this parts,this dt parts nns,1,<DT><NNS>
this pm,this dt pm nn,1,<DT><NN>
this point,this dt point nn,1,<DT><NN>
this project,this dt project nn,1,<DT><NN>
this proposal,this dt proposal nn,1,<DT><NN>
this pump,this dt pump nn,1,<DT><NN>
this remote,this dt remote nn,1,<DT><NN>
this rig,this dt rig nn,1,<DT><NN>
this safety,this dt safety nn,1,<DT><NN>
this satisfactory,this dt satisfactory nn,1,<DT><NN>
this size,this dt size nn,1,<DT><NN>
this step,this dt step nn,1,<DT><NN>
this system,this dt system nn,1,<DT><NN>
this task,this dt task nn,1,<DT><NN>
this tasks,this dt tasks nns,1,<DT><NNS>
this time,this dt time nn,1,<DT><NN>
this timeno,this dt timeno nn,1,<DT><NN>
this type,this dt type nn,1,<DT><NN>
this unit,this dt unit nn,1,<DT><NN>
this value,this dt value nn,1,<DT><NN>
this vibration,this dt vibration nn,1,<DT><NN>
this was,this dt was vbd,1,<DT><VBD>
thkness,thkness nn,1,<NN>
thread,thread nn,1,<NN>
threaded,threaded vbd,1,<VBD>
threads,threads nns,1,<NNS>
through bolt,through in_pos bolt nn,1,<IN><NN>
through with inspection,through in_pos with in_pos inspection nn,1,<IN><IN><NN>
thru,thru nn,1,<NN>
thru complete,thru nn complete jj,1,<NN><JJ>
thru completed,thru nn completed vbd,1,<NN><VBD>
thruster,thruster nn,1,<NN>
ti,ti nn,1,<NN>
ticket,ticket nn,1,<NN>
ties,ties nns,1,<NNS>
tight,tight nn,1,<NN>
tighten,tighten nns,1,<NNS>
tightened,tightened vbd,1,<VBD>
tightly mounted,tightly rb mounted vbn,1,<RB><VBN>
tightness,tightness nn,1,<NN>
time,time nn,1,<NN>
times,times nns,1,<NNS>
to be accessed,to to_pos be vb accessed vbn,1,<TO><VB><VBN>
to be analyzed,to to_pos be vb analyzed vbn,1,<TO><VB><VBN>
to be carried,to to_pos be vb carried vbn,1,<TO><VB><VBN>
to be changed,to to_pos be vb changed vbn,1,<TO><VB><VBN>
to be checked,to to_pos be vb checked vbn,1,<TO><VB><VBN>
to be cleaned,to to_pos be vb cleaned vbn,1,<TO><VB><VBN>
to be completed,to to_pos be vb completed vbn,1,<TO><VB><VBN>
to be configured,to to_pos be vb configured vbn,1,<TO><VB><VBN>
to be connected,to to_pos be vb connected vbn,1,<TO><VB><VBN>
to be cracked,to to_pos be vb cracked vbn,1,<TO><VB><VBN>
to be cut,to to_pos be vb cut vbn,1,<TO><VB><VBN>
to be done,to to_pos be vb done vbn,1,<TO><VB><VBN>
to be fitted,to to_pos be vb fitted vbn,1,<TO><VB><VBN>
to be greased,to to_pos be vb greased vbn,1,<TO><VB><VBN>
to be inspected,to to_pos be vb inspected vbn,1,<TO><VB><VBN>
to be installed,to to_pos be vb installed vbn,1,<TO><VB><VBN>
to be investigated,to to_pos be vb investigated vbn,1,<TO><VB><VBN>
to be maintained,to to_pos be vb maintained vbn,1,<TO><VB><VBN>
to be perfomed,to to_pos be vb perfomed vbn,1,<TO><VB><VBN>
to be performed,to to_pos be vb performed vbn,1,<TO><VB><VBN>
to be removed,to to_pos be vb removed vbn,1,<TO><VB><VBN>
to be repaired,to to_pos be vb repaired vbn,1,<TO><VB><VBN>
to be replaced,to to_pos be vb replaced vbn,1,<TO><VB><VBN>
to be reported,to to_pos be vb reported vbn,1,<TO><VB><VBN>
to be sent,to to_pos be vb sent vbn,1,<TO><VB><VBN>
to be stored,to to_pos be vb stored vbn,1,<TO><VB><VBN>
to be stripped,to to_pos be vb stripped vbn,1,<TO><VB><VBN>
to be tested,to to_pos be vb tested vbn,1,<TO><VB><VBN>
to be updated,to to_pos be vb updated vbn,1,<TO><VB><VBN>
to deck opened,to to_pos deck vb opened jj,1,<TO><VB><JJ>
to replace damaged,to to_pos replace vb damaged vbn,1,<TO><VB><VBN>
to report confirmed,to to_pos report vb confirmed nns,1,<TO><VB><NNS>
to report consulted,to to_pos report vb consulted vbn,1,<TO><VB><VBN>
to report equipped,to to_pos report vb equipped nns,1,<TO><VB><NNS>
to report made,to to_pos report vb made vbn,1,<TO><VB><VBN>
to stay closed,to to_pos stay vb closed jj,1,<TO><VB><JJ>
to work instructed,to to_pos work vb instructed jj,1,<TO><VB><JJ>
today,today nn,1,<NN>
tofs,tofs nn,1,<NN>
together by mi,together rb by in_pos mi nn,1,<RB><IN><NN>
toi,toi nn,1,<NN>
toke,toke nn,1,<NN>
ton,ton nn,1,<NN>
took,took vbd,1,<VBD>
tool,tool nn,1,<NN>
toolpusher,toolpusher nn,1,<NN>
tools,tools nns,1,<NNS>
top,top nn,1,<NN>
topping,topping vbg,1,<VBG>
torque,torque nn,1,<NN>
torque megged,torque nn megged vbd,1,<NN><VBD>
torqued,torqued vbn,1,<VBN>
town,town nn,1,<NN>
tp,tp nn,1,<NN>
trace,trace nn,1,<NN>
tracking,tracking vbg,1,<VBG>
transfer,transfer nn,1,<NN>
transfered,transfered vbn,1,<VBN>
transit,transit nn,1,<NN>
transmitter,transmitter nn,1,<NN>
traume,traume nn,1,<NN>
tray,tray nn,1,<NN>
trend,trend nn,1,<NN>
tricks,tricks nns,1,<NNS>
tried,tried vbn,1,<VBN>
trigger,trigger nn,1,<NN>
tripped,tripped nns,1,<NNS>
tripping,tripping vbg,1,<VBG>
trnasfreed,trnasfreed nn,1,<NN>
troubleshoot,troubleshoot nn,1,<NN>
troubleshooting,troubleshooting vbg,1,<VBG>
true,true jj,1,<JJ>
try,try nn,1,<NN>
trying,trying vbg,1,<VBG>
tthe,tthe nn,1,<NN>
tubing,tubing vbg,1,<VBG>
tucked,tucked nns,1,<NNS>
turned,turned vbd,1,<VBD>
type,type nn,1,<NN>
u,u nn,1,<NN>
unable,unable jj,1,<JJ>
unc,unc nn,1,<NN>
undamaged,undamaged jj,1,<JJ>
under correct,under in_pos correct nn,1,<IN><NN>
under hatch,under in_pos hatch nn,1,<IN><NN>
under michael,under in_pos michael nn,1,<IN><NN>
under mike,under in_pos mike nn,1,<IN><NN>
under tag,under in_pos tag nn,1,<IN><NN>
understanding,understanding vbg,1,<VBG>
unit,unit nn,1,<NN>
units,units nns,1,<NNS>
until final report,until in_pos final jj report nn,1,<IN><JJ><NN>
unusual,unusual jj,1,<JJ>
unwired,unwired jj,1,<JJ>
up checked,up rb checked vbn,1,<RB><VBN>
up of mud,up in_pos of in_pos mud nn,1,<IN><IN><NN>
up prevent access,up rb prevent jj access nn,1,<RB><JJ><NN>
up terminal box,up in_pos terminal jj box nn,1,<IN><JJ><NN>
updated,updated vbn,1,<VBN>
uploaded,uploaded jj,1,<JJ>
upon further investigation,upon in_pos further jj investigation nn,1,<IN><JJ><NN>
upon inspection,upon in_pos inspection nn,1,<IN><NN>
upon reactivation,upon in_pos reactivation nn,1,<IN><NN>
upon visual inspection,upon in_pos visual jj inspection nn,1,<IN><JJ><NN>
use,use nn,1,<NN>
used,used vbn,1,<VBN>
using,using vbg,1,<VBG>
v,v nn,1,<NN>
v dc,v nn dc nn,1,<NN><NN>
value,value nn,1,<NN>
values,values nns,1,<NNS>
valves,valves nns,1,<NNS>
varghese,varghese jj,1,<JJ>
various,various jj,1,<JJ>
vbelts,vbelts nns,1,<NNS>
vdc,vdc nn,1,<NN>
vdcmin,vdcmin nn,1,<NN>
velasco,velasco nn,1,<NN>
vendor,vendor nn,1,<NN>
vendors,vendors nns,1,<NNS>
vent,vent nn,1,<NN>
ventilation,ventilation nn,1,<NN>
vents,vents nns,1,<NNS>
verified,verified vbn,1,<VBN>
verify,verify nn,1,<NN>
verifying,verifying vbg,1,<VBG>
very clean,very rb clean jj,1,<RB><JJ>
very ggod,very rb ggod jj,1,<RB><JJ>
very good,very rb good jj,1,<RB><JJ>
very little,very rb little jj,1,<RB><JJ>
very low,very rb low jj,1,<RB><JJ>
very minimal,very rb minimal jj,1,<RB><JJ>
very similar,very rb similar jj,1,<RB><JJ>
vfd,vfd nn,1,<NN>
vfds,vfds nn,1,<NN>
vibarations,vibarations nns,1,<NNS>
vibrating,vibrating vbg,1,<VBG>
vibration,vibration nn,1,<NN>
vibrations,vibrations nns,1,<NNS>
vibrationthe,vibrationthe nn,1,<NN>
vincent,vincent nn,1,<NN>
visable,visable jj,1,<JJ>
visible,visible jj,1,<JJ>
visit,visit nn,1,<NN>
visual,visual jj,1,<JJ>
visualized,visualized vbn,1,<VBN>
visually checked,visually rb checked vbn,1,<RB><VBN>
visually examine,visually rb examine vb,1,<RB><VB>
visually examined,visually rb examined vbn,1,<RB><VBN>
visually inspect,visually rb inspect jj,1,<RB><JJ>
visually inspected,visually rb inspected vbn,1,<RB><VBN>
visually observed,visually rb observed vbn,1,<RB><VBN>
visually verified,visually rb verified vbn,1,<RB><VBN>
visualy,visualy nn,1,<NN>
vlaves,vlaves nns,1,<NNS>
voltage,voltage nn,1,<NN>
volts,volts nns,1,<NNS>
volume,volume nn,1,<NN>
vs,vs nn,1,<NN>
w,w nn,1,<NN>
waiiting,waiiting vbg,1,<VBG>
wait,wait nn,1,<NN>
waiting,waiting vbg,1,<VBG>
walk,walk nn,1,<NN>
warning,warning vbg,1,<VBG>
warrantymarinesgabbcom,warrantymarinesgabbcom nn,1,<NN>
was,was vbd,1,<VBD>
wash,wash nn,1,<NN>
washer,washer nn,1,<NN>
washer flat,washer rb flat jj,1,<RB><JJ>
washers,washers nns,1,<NNS>
wasnt,wasnt nn,1,<NN>
wasnt done,wasnt nn done vbn,1,<NN><VBN>
watched,watched vbn,1,<VBN>
water,water nn,1,<NN>
watts,watts nn,1,<NN>
ways,ways nns,1,<NNS>
wccm,wccm nn,1,<NN>
wear,wear nn,1,<NN>
week,week nn,1,<NN>
weeks,weeks nns,1,<NNS>
weight,weight nn,1,<NN>
weld,weld nn,1,<NN>
welded,welded vbd,1,<VBD>
welder,welder nn,1,<NN>
welding,welding vbg,1,<VBG>
well,well rb,1,<RB>
well aligned,well rb aligned vbn,1,<RB><VBN>
well bonded,well rb bonded vbn,1,<RB><VBN>
well recommended,well rb recommended jj,1,<RB><JJ>
well tds,well rb tds nn,1,<RB><NN>
well within range,well rb within in_pos range nn,1,<RB><IN><NN>
went,went vbd,1,<VBD>
were,were vbd,1,<VBD>
werent,werent nn,1,<NN>
while ac motor,while in_pos ac nns motor nn,1,<IN><NNS><NN>
while blower,while in_pos blower nn,1,<IN><NN>
while equipment,while in_pos equipment nn,1,<IN><NN>
while fan,while in_pos fan nn,1,<IN><NN>
while isolation,while in_pos isolation nn,1,<IN><NN>
while motor,while in_pos motor nn,1,<IN><NN>
while pump,while in_pos pump nn,1,<IN><NN>
whilst,whilst nn,1,<NN>
will be carried,will md be vb carried vbn,1,<MD><VB><VBN>
will be changed,will md be vb changed vbn,1,<MD><VB><VBN>
will be checked,will md be vb checked vbn,1,<MD><VB><VBN>
will be closed,will md be vb closed vbn,1,<MD><VB><VBN>
will be completed,will md be vb completed vbn,1,<MD><VB><VBN>
will be created,will md be vb created vbn,1,<MD><VB><VBN>
will be done,will md be vb done vbn,1,<MD><VB><VBN>
will be expensed,will md be vb expensed vbn,1,<MD><VB><VBN>
will be lowered,will md be vb lowered vbn,1,<MD><VB><VBN>
will be made,will md be vb made vbn,1,<MD><VB><VBN>
will be opened,will md be vb opened vbn,1,<MD><VB><VBN>
will be performed,will md be vb performed vbn,1,<MD><VB><VBN>
will be presented,will md be vb presented vbn,1,<MD><VB><VBN>
will be put,will md be vb put vbn,1,<MD><VB><VBN>
will be recommended,will md be vb recommended vbn,1,<MD><VB><VBN>
will be replaced,will md be vb replaced vbn,1,<MD><VB><VBN>
will be required,will md be vb required vbn,1,<MD><VB><VBN>
will be revisited,will md be vb revisited vbn,1,<MD><VB><VBN>
will be scheduled,will md be vb scheduled vbn,1,<MD><VB><VBN>
will be taken,will md be vb taken vbn,1,<MD><VB><VBN>
will be tested,will md be vb tested vbn,1,<MD><VB><VBN>
will be used,will md be vb used vbn,1,<MD><VB><VBN>
winding,winding vbg,1,<VBG>
windings,windings nns,1,<NNS>
windows,windows nns,1,<NNS>
windows on end,windows nns on in_pos end nn,1,<NNS><IN><NN>
wiped,wiped vbd,1,<VBD>
wire,wire nn,1,<NN>
wired,wired vbd,1,<VBD>
wireline,wireline nn,1,<NN>
wires,wires nns,1,<NNS>
wiring,wiring nn,1,<NN>
wirings,wirings nns,1,<NNS>
with ac motor,with in_pos ac jj motor nn,1,<IN><JJ><NN>
with air,with in_pos air nn,1,<IN><NN>
with antisieze,with in_pos antisieze nn,1,<IN><NN>
with assembling,with in_pos assembling vbg,1,<IN><VBG>
with bl,with in_pos bl nn,1,<IN><NN>
with bleed,with in_pos bleed nn,1,<IN><NN>
with bop test,with in_pos bop jj test nn,1,<IN><JJ><NN>
with brush,with in_pos brush nn,1,<IN><NN>
with c,with in_pos c nns,1,<IN><NNS>
with clamp,with in_pos clamp nn,1,<IN><NN>
with closed loop,with in_pos closed jj loop nn,1,<IN><JJ><NN>
with day,with in_pos day nn,1,<IN><NN>
with deflection,with in_pos deflection nn,1,<IN><NN>
with dirt,with in_pos dirt nn,1,<IN><NN>
with drill,with in_pos drill nn,1,<IN><NN>
with driller,with in_pos driller nn,1,<IN><NN>
with drilling,with in_pos drilling nn,1,<IN><NN>
with dry air,with in_pos dry jj air nn,1,<IN><JJ><NN>
with earth bond,with in_pos earth jj bond nn,1,<IN><JJ><NN>
with electrical supervisor,with in_pos electrical jj supervisor nn,1,<IN><JJ><NN>
with engineering,with in_pos engineering nn,1,<IN><NN>
with extech ir,with in_pos extech jj ir nn,1,<IN><JJ><NN>
with eye,with in_pos eye nn,1,<IN><NN>
with function,with in_pos function nn,1,<IN><NN>
with good ir,with in_pos good jj ir nn,1,<IN><JJ><NN>
with good operating,with in_pos good jj operating nn,1,<IN><JJ><NN>
with grease,with in_pos grease nn,1,<IN><NN>
with halliburton,with in_pos halliburton nn,1,<IN><NN>
with heater,with in_pos heater nn,1,<IN><NN>
with help,with in_pos help nn,1,<IN><NN>
with hp,with in_pos hp nn,1,<IN><NN>
with ibop,with in_pos ibop nn,1,<IN><NN>
with interlock,with in_pos interlock nn,1,<IN><NN>
with ir gun,with in_pos ir jj gun nn,1,<IN><JJ><NN>
with iso motor,with in_pos iso jj motor nn,1,<IN><JJ><NN>
with itthis,with in_pos itthis nn,1,<IN><NN>
with jbox,with in_pos jbox nn,1,<IN><NN>
with lead,with in_pos lead nn,1,<IN><NN>
with loss,with in_pos loss nn,1,<IN><NN>
with low air,with in_pos low jj air nn,1,<IN><JJ><NN>
with lucas,with in_pos lucas nn,1,<IN><NN>
with maintenance,with in_pos maintenance nn,1,<IN><NN>
with manual probe,with in_pos manual jj probe nn,1,<IN><JJ><NN>
with manual tool,with in_pos manual jj tool nn,1,<IN><JJ><NN>
with minimal dirt,with in_pos minimal jj dirt nn,1,<IN><JJ><NN>
with moisture,with in_pos moisture nn,1,<IN><NN>
with motor,with in_pos motor nn,1,<IN><NN>
with movable chain,with in_pos movable jj chain nn,1,<IN><JJ><NN>
with mp drive,with in_pos mp nns drive vbp,1,<IN><NNS><VBP>
with mud,with in_pos mud nn,1,<IN><NN>
with mud pump,with in_pos mud jj pump nn,1,<IN><JJ><NN>
with new pump,with in_pos new jj pump nn,1,<IN><JJ><NN>
with nitrogen,with in_pos nitrogen nn,1,<IN><NN>
with nitrogen stroke,with in_pos nitrogen jj stroke nn,1,<IN><JJ><NN>
with ns line,with in_pos ns jj line nn,1,<IN><JJ><NN>
with only mph,with in_pos only rb mph nn,1,<IN><RB><NN>
with other blower,with in_pos other jj blower nn,1,<IN><JJ><NN>
with paint,with in_pos paint nn,1,<IN><NN>
with paul dunkerley,with in_pos paul nn dunkerley nn,1,<IN><NN><NN>
with pump,with in_pos pump nn,1,<IN><NN>
with rag,with in_pos rag nn,1,<IN><NN>
with rags fan,with in_pos rags nns fan nn,1,<IN><NNS><NN>
with red alarm,with in_pos red jj alarm nn,1,<IN><JJ><NN>
with reference,with in_pos reference nn,1,<IN><NN>
with remote start,with in_pos remote jj start nn,1,<IN><JJ><NN>
with rubber,with in_pos rubber nn,1,<IN><NN>
with small amount,with in_pos small jj amount nn,1,<IN><JJ><NN>
with soft start,with in_pos soft jj start nn,1,<IN><JJ><NN>
with spare,with in_pos spare jj,1,<IN><JJ>
with spare motor,with in_pos spare jj motor nn,1,<IN><JJ><NN>
with stethoscope,with in_pos stethoscope nn,1,<IN><NN>
with surface,with in_pos surface nn,1,<IN><NN>
with technical recommendation,with in_pos technical jj recommendation nn,1,<IN><JJ><NN>
with temperature,with in_pos temperature nn,1,<IN><NN>
with test,with in_pos test nn,1,<IN><NN>
with third party,with in_pos third jj party nn,1,<IN><JJ><NN>
with torque wrench,with in_pos torque jj wrench nn,1,<IN><JJ><NN>
with traume,with in_pos traume nn,1,<IN><NN>
with vibration,with in_pos vibration nn,1,<IN><NN>
within tolerance,within in_pos tolerance nn,1,<IN><NN>
without abnormal vibrationsbalancing,without in_pos abnormal jj vibrationsbalancing nn,1,<IN><JJ><NN>
without action,without in_pos action nn,1,<IN><NN>
without complete diassembly,without in_pos complete jj diassembly nn,1,<IN><JJ><NN>
without damage,without in_pos damage nn,1,<IN><NN>
without problem,without in_pos problem nn,1,<IN><NN>
without pump,without in_pos pump nn,1,<IN><NN>
without sealed bearing,without in_pos sealed vbn bearing nn,1,<IN><VBN><NN>
wobble,wobble jj,1,<JJ>
wont,wont nn,1,<NN>
work,work nn,1,<NN>
worked,worked vbn,1,<VBN>
working,working vbg,1,<VBG>
works,works nns,1,<NNS>
workshop,workshop nn,1,<NN>
worth,worth nn,1,<NN>
wouldnt,wouldnt nn,1,<NN>
x,x nn,1,<NN>
year,year nn,1,<NN>
yellow,yellow nn,1,<NN>
zone,zone nn,1,<NN>
